timeStamp,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,px,py,pz,vx,vy,vz,lin_ax,lin_ay,lin_az,stationary,foot-contact,foot-off,state_vv,
-0,-0.5434,-0.3527,0.7665,-0.2749,0.0746,-0.2526,0.93699,-0.187,0.289326,0.000234429,0,0,0,0,0,0,0.00141875,-0.000759982,0.00279057,1,0,0,0,
0.01,-0.5431,-0.3532,0.7695,-0.1848,-0.012,-0.1447,0.937229,-0.187069,0.288509,4.95699e-05,0,0,0,0,0,0,0.00160071,-5.77718e-05,0.00509858,1,0,0,0,
0.02,-0.5464,-0.3523,0.7664,-0.1845,0.1751,-0.0903,0.936962,-0.187072,0.289365,0.000216471,0,0,0,0,0,0,-0.00109656,5.65723e-05,0.00419974,1,0,0,0,
0.03,-0.5441,-0.3489,0.7682,-0.0955,0.1947,-0.178,0.937201,-0.186328,0.289079,0.000375185,0,0,0,0,0,0,0.000809684,0.0020204,0.00314283,1,0,0,0,
0.04,-0.5508,-0.3442,0.7645,-0.0548,-0.3857,-0.2101,0.9371,-0.185762,0.289763,0.000686201,0,0,0,0,0,0,-0.005824,0.00461091,0.00232279,1,0,0,0,
0.05,-0.5417,-0.357,0.7737,-0.0498,-0.8461,-0.2777,0.937263,-0.186249,0.288926,0.000379863,0,0,0,0,0,0,0.00634231,-0.00402644,0.00887012,1,0,0,0,
0.06,-0.5404,-0.3617,0.7736,-0.1292,-0.219,-0.0186,0.937324,-0.186946,0.288277,4.85301e-05,0,0,0,0,0,0,0.0064908,-0.00708428,0.00975132,1,0,0,0,
0.07,-0.5477,-0.3528,0.7712,-0.3625,0.2049,0.0499,0.937167,-0.186495,0.289075,0.000361307,0,0,0,0,0,0,-0.00013496,0.000162341,0.00874424,1,0,0,0,
0.08,-0.5452,-0.3506,0.7679,-0.414,0.4313,-0.1956,0.937291,-0.185699,0.289191,0.000623299,0,0,0,0,0,0,0.000169143,-0.000910714,0.00410426,1,0,0,0,
0.09,-0.5479,-0.3486,0.7695,-0.5689,0.2613,-0.3339,0.937238,-0.185019,0.289791,0.000948346,0,0,0,0,0,0,-0.000145569,0.000343673,0.00609636,1,0,0,0,
0.1,-0.5447,-0.3542,0.7684,-0.5124,0.198,-0.5782,0.937175,-0.185928,0.289414,0.000571335,0,0,0,0,0,0,0.00171199,-0.00363596,0.00546598,1,0,0,0,
0.11,-0.5465,-0.3579,0.7683,-0.2913,0.0307,-0.5879,0.937013,-0.186866,0.289334,0.000237986,0,0,0,0,0,0,0.000378922,-0.00489576,0.0076642,1,0,0,0,
0.12,-0.5459,-0.3624,0.7675,-0.3409,0.0454,-0.2675,0.936854,-0.187798,0.289245,-7.06985e-05,0,0,0,0,0,0,0.00074102,-0.00742419,0.00831866,1,0,0,0,
0.13,-0.5441,-0.3612,0.7682,0.0401,0.3525,-0.0259,0.936778,-0.188661,0.288929,-0.000415983,0,0,0,0,0,0,0.00180618,-0.00439683,0.00746489,1,0,0,0,
0.14,-0.5411,-0.3535,0.7679,0.0533,0.3465,0.3058,0.937056,-0.188206,0.288332,-0.000388556,0,0,0,0,0,0,0.00203802,0.00134539,0.00289893,1,0,0,0,
0.15,-0.542,-0.3471,0.7684,0.2811,0.261,0.4277,0.937255,-0.187318,0.288263,-0.000121825,0,0,0,0,0,0,0.000721782,0.00566909,0.00152278,1,0,0,0,
0.16,-0.5408,-0.3405,0.7696,0.1229,0.2768,0.4107,0.937455,-0.186448,0.288175,0.000142276,0,0,0,0,0,0,0.00147839,0.0102376,-0.000503719,1,0,0,0,
0.17,-0.5427,-0.3426,0.7702,-0.0488,0.3503,0.0442,0.937632,-0.185581,0.28816,0.000399935,0,0,0,0,0,0,0.000409633,0.00685237,0.00173211,1,0,0,0,
0.18,-0.5452,-0.3473,0.7693,-0.4668,0.3345,-0.2511,0.937605,-0.18485,0.288711,0.000728304,0,0,0,0,0,0,-0.000479594,0.000871353,0.00403249,1,0,0,0,
0.19,-0.5515,-0.3591,0.7635,-0.5188,0.3524,-0.3209,0.937315,-0.185577,0.289182,0.000589452,0,0,0,0,0,0,-0.00658713,-0.00991015,0.00711274,1,0,0,0,
0.2,-0.5513,-0.3611,0.7639,-0.3943,0.1132,-0.2677,0.937045,-0.186347,0.289563,0.00042447,0,0,0,0,0,0,-0.00517096,-0.00999998,0.00802386,1,0,0,0,
0.21,-0.5504,-0.3593,0.7642,0.1508,-0.1584,-0.0761,0.936787,-0.187059,0.289937,0.000270574,0,0,0,0,0,0,-0.00365715,-0.00678337,0.00714731,1,0,0,0,
0.22,-0.547,-0.3581,0.7658,0.7212,-0.4883,0.0682,0.936629,-0.187887,0.289914,-6.17501e-06,0,0,0,0,0,0,-0.000146702,-0.00368987,0.00610507,1,0,0,0,
0.23,-0.5464,-0.353,0.7673,0.7891,-0.5432,0.2953,0.936898,-0.187079,0.289577,0.000175264,0,0,0,0,0,0,-0.00010851,-0.000216484,0.00513196,1,0,0,0,
0.24,-0.5421,-0.3508,0.7722,0.7532,-0.5445,0.3478,0.937209,-0.186647,0.288847,0.000167378,0,0,0,0,0,0,0.00432865,0.00215557,0.005777,1,0,0,0,
0.25,-0.5444,-0.3467,0.7699,0.3816,-0.1013,0.2246,0.937421,-0.185763,0.288728,0.000416306,0,0,0,0,0,0,0.000470951,0.0035228,0.00384355,1,0,0,0,
0.26,-0.5437,-0.3484,0.7698,0.154,0.1404,-0.0203,0.937681,-0.185095,0.288314,0.000526315,0,0,0,0,0,0,0.000295281,0.000411704,0.00398552,1,0,0,0,
0.27,-0.5439,-0.3471,0.7711,-0.0925,0.276,-0.09,0.937903,-0.184332,0.288079,0.000704015,0,0,0,0,0,0,0.000185743,0.000470519,0.00464261,1,0,0,0,
0.28,-0.5459,-0.3512,0.7691,-0.4782,0.395,-0.2639,0.937617,-0.185101,0.288507,0.000544417,0,0,0,0,0,0,-0.00121067,-0.00218447,0.00560939,1,0,0,0,
0.29,-0.5451,-0.3538,0.766,-0.3554,0.3611,-0.2118,0.93736,-0.185937,0.288804,0.000336602,0,0,0,0,0,0,-0.00131083,-0.00397559,0.00371289,1,0,0,0,
0.3,-0.5491,-0.3573,0.7667,-0.3012,0.1906,-0.2111,0.937082,-0.186671,0.289233,0.000189651,0,0,0,0,0,0,-0.00296815,-0.00498474,0.00764191,1,0,0,0,
0.31,-0.5467,-0.3546,0.7678,-0.0719,0.0726,-0.1764,0.936841,-0.18751,0.289472,-3.29001e-05,0,0,0,0,0,0,-0.000158742,-0.000542916,0.00623572,1,0,0,0,
0.32,-0.5457,-0.3563,0.7661,0.2007,-0.1965,-0.0207,0.936664,-0.188388,0.289477,-0.000308618,0,0,0,0,0,0,-5.57601e-05,-0.000945941,0.00499642,1,0,0,0,
0.33,-0.5459,-0.3531,0.7709,0.0032,-0.1176,0.0022,0.936929,-0.187682,0.289084,-0.000165629,0,0,0,0,0,0,0.00119427,0.00222616,0.00764012,1,0,0,0,
0.34,-0.5443,-0.3525,0.769,-0.0509,-0.0681,0.072,0.937198,-0.187057,0.288617,-5.64407e-05,0,0,0,0,0,0,0.000437051,0.000598706,0.00511992,1,0,0,0,
0.35,-0.5452,-0.353,0.7701,-0.1405,0.1191,0.0714,0.937433,-0.186411,0.288272,8.1701e-05,0,0,0,0,0,0,-0.000401437,-0.000771828,0.00662482,1,0,0,0,
0.36,-0.5451,-0.3535,0.7689,-0.1422,0.3072,0.0704,0.937149,-0.187159,0.288702,-6.05623e-05,0,0,0,0,0,0,7.12276e-06,-6.9119e-05,0.00582504,1,0,0,0,
0.37,-0.5445,-0.3536,0.7671,-0.159,0.2215,0.0709,0.936861,-0.187939,0.28913,-0.000209301,0,0,0,0,0,0,0.000463098,0.00080511,0.00415814,1,0,0,0,
0.38,-0.5444,-0.3531,0.7666,-0.0888,0.3433,0.0002,0.93706,-0.187161,0.289,-2.18739e-06,0,0,0,0,0,0,-5.96792e-05,-0.000575148,0.00355089,1,0,0,0,
0.39,-0.5466,-0.3532,0.7662,0.1238,0.1744,0.0003,0.936766,-0.187366,0.289807,8.37292e-05,0,0,0,0,0,0,-0.000377819,-0.000124939,0.00446963,1,0,0,0,
0.4,-0.5458,-0.3524,0.7658,0.142,0.1062,0.0006,0.936907,-0.186608,0.289849,0.000316065,0,0,0,0,0,0,7.24941e-05,-0.00122022,0.00345218,1,0,0,0,
0.41,-0.546,-0.3513,0.7676,-0.0156,0.123,-0.0688,0.93717,-0.186243,0.289235,0.000298979,0,0,0,0,0,0,-0.00055173,-0.000323616,0.00455225,1,0,0,0,
0.42,-0.5452,-0.3515,0.7671,-0.096,0.3261,-0.0414,0.93693,-0.18715,0.289419,4.65635e-05,0,0,0,0,0,0,0.00025256,0.00117394,0.00380194,1,0,0,0,
0.43,-0.5464,-0.3504,0.7669,-0.2096,0.2894,-0.0127,0.936976,-0.18632,0.289809,0.000381074,0,0,0,0,0,0,-0.000139534,0.000483148,0.00391865,1,0,0,0,
0.44,-0.5464,-0.3524,0.7673,-0.1558,0.2741,-0.0827,0.936852,-0.187243,0.289615,5.02275e-05,0,0,0,0,0,0,-0.00012435,0.000738695,0.00492013,1,0,0,0,
0.45,-0.5479,-0.3528,0.7676,-0.2621,0.3066,-0.0476,0.936677,-0.186827,0.290446,0.000344689,0,0,0,0,0,0,0.000614822,-0.000255279,0.00610125,1,0,0,0,
0.46,-0.5474,-0.3507,0.766,-0.2268,0.3244,-0.0653,0.936818,-0.186,0.290526,0.000613468,0,0,0,0,0,0,0.000101715,-0.000681698,0.00387919,1,0,0,0,
0.47,-0.5464,-0.3522,0.767,-0.2979,0.2533,0.0401,0.93686,-0.186713,0.289932,0.000284114,0,0,0,0,0,0,0.000372633,-0.000316828,0.0046221,1,0,0,0,
0.48,-0.5459,-0.352,0.7677,-0.296,0.1869,-0.0643,0.937097,-0.1867,0.289177,0.000142247,0,0,0,0,0,0,-0.000465229,2.93478e-05,0.00481796,1,0,0,0,
0.49,-0.5468,-0.3502,0.7678,-0.0858,0.2397,-0.0304,0.937066,-0.185953,0.289753,0.000481788,0,0,0,0,0,0,-0.000125602,0.000241935,0.00475383,1,0,0,0,
0.5,-0.5479,-0.351,0.7673,-0.4885,0.2382,-0.1687,0.936749,-0.186342,0.290522,0.000518996,0,0,0,0,0,0,0.000420228,0.000269815,0.00524461,1,0,0,0,
0.51,-0.5463,-0.3523,0.7668,-0.2414,0.19,-0.2042,0.936849,-0.186929,0.289828,0.000190602,0,0,0,0,0,0,0.000134468,-2.50787e-05,0.00445032,1,0,0,0,
0.52,-0.5461,-0.3552,0.7658,-0.126,0.1599,-0.1289,0.936668,-0.187842,0.289818,-0.000101823,0,0,0,0,0,0,4.75645e-05,-0.0011373,0.00459611,1,0,0,0,
0.53,-0.5472,-0.3513,0.767,-0.2179,0.1191,-0.0588,0.936782,-0.18698,0.290014,0.000207226,0,0,0,0,0,0,-0.000219196,0.00118315,0.00474072,1,0,0,0,
0.54,-0.547,-0.3527,0.7656,-0.3729,0.0356,-0.2499,0.936464,-0.187604,0.290627,0.000136369,0,0,0,0,0,0,0.00064978,0.000703566,0.00405061,1,0,0,0,
0.55,-0.5488,-0.3528,0.7656,-0.1788,-0.0653,-0.2326,0.936385,-0.186975,0.291293,0.000459877,0,0,0,0,0,0,0.000589937,-0.000537142,0.00506556,1,0,0,0,
0.56,-0.5459,-0.3533,0.7653,-0.1236,-0.1825,-0.337,0.936555,-0.18738,0.290489,0.000161753,0,0,0,0,0,0,0.00116575,-0.000548132,0.0034368,1,0,0,0,
0.57,-0.5472,-0.3511,0.7667,-0.2808,-0.1999,-0.4062,0.936782,-0.186627,0.290242,0.000337945,0,0,0,0,0,0,7.53999e-05,0.000523977,0.00444305,1,0,0,0,
0.58,-0.5463,-0.3532,0.7679,-0.1038,-0.335,-0.4062,0.936922,-0.18713,0.289462,1.41594e-05,0,0,0,0,0,0,3.06666e-05,-2.20239e-05,0.00560522,1,0,0,0,
0.59,-0.5485,-0.3536,0.7685,-0.299,-0.1837,-0.3713,0.936662,-0.187132,0.290297,0.000175242,0,0,0,0,0,0,0.000355393,6.02603e-05,0.00739288,1,0,0,0,
0.6,-0.5485,-0.3519,0.7678,-0.3146,-0.2329,-0.4933,0.936797,-0.1863,0.290401,0.000442728,0,0,0,0,0,0,1.13398e-05,-0.000379696,0.00626779,1,0,0,0,
0.61,-0.5463,-0.3548,0.7651,-0.4028,-0.3035,-0.4227,0.936662,-0.187247,0.290224,0.000114062,0,0,0,0,0,0,0.000307024,-0.00223275,0.00402904,1,0,0,0,
0.62,-0.5477,-0.3536,0.7661,-0.3667,-0.2498,-0.5279,0.936363,-0.187993,0.290703,-3.17912e-05,0,0,0,0,0,0,0.000577658,0.000988737,0.00512648,1,0,0,0,
0.63,-0.5494,-0.3525,0.7653,-0.2884,-0.3088,-0.5071,0.936348,-0.187272,0.291221,0.000284881,0,0,0,0,0,0,-0.000286236,0.000378594,0.00505924,1,0,0,0,
0.64,-0.5476,-0.351,0.7655,-0.4106,-0.3087,-0.5766,0.936615,-0.186688,0.290742,0.000361436,0,0,0,0,0,0,0.000128552,0.000404097,0.00370979,1,0,0,0,
0.65,-0.5453,-0.3559,0.7667,-0.4262,-0.3753,-0.681,0.936653,-0.187464,0.290114,-1.9079e-05,0,0,0,0,0,0,0.00187576,-0.00231342,0.00509143,1,0,0,0,
0.66,-0.5471,-0.3544,0.7674,-0.3381,-0.3741,-0.6987,0.936759,-0.188056,0.289391,-0.000367046,0,0,0,0,0,0,-0.000959367,0.000803009,0.00607705,1,0,0,0,
0.67,-0.5481,-0.352,0.7688,-0.4788,-0.2716,-0.7686,0.936836,-0.187246,0.289665,-8.32547e-05,0,0,0,0,0,0,-0.000713244,0.0019125,0.00684559,1,0,0,0,
0.68,-0.5467,-0.3523,0.7675,-0.7238,-0.2205,-0.8903,0.936944,-0.186469,0.289819,0.000168867,0,0,0,0,0,0,0.000101298,-0.000628069,0.00520217,1,0,0,0,
0.69,-0.5474,-0.3522,0.768,-0.8781,-0.2856,-1.1514,0.936617,-0.187294,0.290336,-1.11426e-05,0,0,0,0,0,0,0.000877351,0.00149895,0.00592256,1,0,0,0,
0.7,-0.5484,-0.3534,0.7675,-0.8947,-0.267,-1.2387,0.936692,-0.186628,0.29053,0.000200771,0,0,0,0,0,0,0.000308663,-0.00109142,0.00650799,1,0,0,0,
0.71,-0.549,-0.3526,0.7669,-0.9445,-0.4192,-1.36,0.936373,-0.187277,0.291132,8.47887e-05,0,0,0,0,0,0,0.000670373,0.000917487,0.00609255,1,0,0,0,
0.72,-0.5396,-0.3594,0.7646,-0.9781,-0.4692,-1.447,0.936458,-0.188013,0.290388,-0.000330072,0,0,0,0,0,0,0.00636511,-0.00564225,0.00162649,1,0,0,0,
0.73,-0.5465,-0.3579,0.7662,-0.7346,-0.5746,-1.1679,0.936409,-0.188953,0.289933,-0.000739221,0,0,0,0,0,0,0.000352994,-0.000896677,0.00607073,1,0,0,0,
0.74,-0.5517,-0.3512,0.7676,-0.6659,-0.4377,-1.1339,0.936418,-0.188239,0.29037,-0.000461728,0,0,0,0,0,0,-0.00301093,0.00488181,0.00759554,1,0,0,0,
0.75,-0.5456,-0.3569,0.765,-0.8381,-0.4342,-1.4127,0.93641,-0.189134,0.289812,-0.000894407,0,0,0,0,0,0,5.54621e-05,-6.14226e-05,0.00431561,1,0,0,0,
0.76,-0.5438,-0.3538,0.7648,-0.8564,-0.3834,-1.3954,0.936654,-0.188506,0.28944,-0.000817736,0,0,0,0,0,0,0.000298664,0.00122915,0.00209427,1,0,0,0,
0.77,-0.5504,-0.3573,0.7663,-0.8017,-0.5187,-1.4473,0.936373,-0.18876,0.290172,-0.000793258,0,0,0,0,0,0,-0.00245085,-0.000193387,0.00805092,1,0,0,0,
0.78,-0.5452,-0.3585,0.766,-0.8178,-0.534,-1.552,0.936432,-0.189545,0.289475,-0.00122773,0,0,0,0,0,0,0.000330389,-0.000277445,0.00542843,1,0,0,0,
0.79,-0.5472,-0.357,0.7649,-0.7092,-0.7711,-1.621,0.936259,-0.189272,0.290206,-0.00104826,0,0,0,0,0,0,-0.000549033,0.000393346,0.00514126,1,0,0,0,
0.8,-0.5465,-0.3576,0.7614,-0.4627,-1.0451,-1.4633,0.935978,-0.189862,0.290726,-0.0011708,0,0,0,0,0,0,-0.000711024,-0.000195861,0.00231302,1,0,0,0,
0.81,-0.5319,-0.3653,0.7592,0.2009,-1.3396,-0.9053,0.936107,-0.190477,0.289911,-0.00155668,0,0,0,0,0,0,0.00931917,-0.00844072,-0.00452137,1,0,0,0,
0.82,-0.5366,-0.3585,0.7623,0.6855,-1.3112,-0.3308,0.936393,-0.190491,0.288979,-0.00176558,0,0,0,0,0,0,0.00437553,-0.000455983,-0.0020355,1,0,0,0,
0.83,-0.5346,-0.3637,0.7612,1.0645,-1.2839,0.244,0.936513,-0.191046,0.288216,-0.0020857,0,0,0,0,0,0,0.00438328,-0.00471883,-0.00207686,1,0,0,0,
0.84,-0.541,-0.3513,0.7656,1.4788,-1.2042,0.7836,0.93675,-0.190032,0.288122,-0.00177195,0,0,0,0,0,0,-8.81106e-05,0.00690281,0.000289321,1,0,0,0,
0.85,-0.5435,-0.3501,0.7683,1.5877,-1.51,0.7323,0.936969,-0.188996,0.288093,-0.00143754,0,0,0,0,0,0,-0.000899374,0.00703166,0.00328612,1,0,0,0,
0.86,-0.5437,-0.3463,0.7648,1.3805,-1.7144,0.5769,0.937113,-0.188,0.288276,-0.00106651,0,0,0,0,0,0,-0.00296506,0.00720985,-0.000603437,1,0,0,0,
0.87,-0.5437,-0.3325,0.7666,1.2069,-1.9727,0.5788,0.937315,-0.186994,0.288274,-0.000712392,0,0,0,0,0,0,-0.00345011,0.0185086,-0.00405568,1,0,0,0,
0.88,-0.5468,-0.3298,0.7607,0.9757,-2.8195,0.0076,0.937441,-0.186076,0.288458,-0.00034995,0,0,0,0,0,0,-0.00911236,0.0173276,-0.00779414,1,0,0,0,
0.89,-0.5408,-0.3364,0.7575,0.7968,-4.0301,-0.2825,0.93758,-0.185196,0.288572,1.42785e-05,0,0,0,0,0,0,-0.00487284,0.00752869,-0.0111611,1,0,0,0,
0.9,-0.5459,-0.3509,0.7627,0.3401,-5.0479,-0.9743,0.937419,-0.185678,0.28878,-1.59456e-05,0,0,0,0,0,0,-0.00428793,-0.00264543,0.000613689,1,0,0,0,
0.91,-0.5393,-0.3811,0.7598,1.2338,-6.2133,-1.2683,0.937442,-0.186506,0.288172,-0.000342297,0,0,0,0,0,0,0.0016003,-0.0307355,0.00539553,1,0,0,0,
0.92,-0.5423,-0.3604,0.7579,1.5799,-7.1529,-0.217,0.937403,-0.187177,0.287862,-0.000472068,0,0,0,0,0,0,-0.00474441,-0.0104704,-0.00166708,1,0,0,0,
0.93,-0.5458,-0.3588,0.7715,2.8107,-7.7122,0.1833,0.937435,-0.187809,0.287346,-0.000645419,0,0,0,0,0,0,-0.00155371,-0.00254495,0.010056,1,0,0,0,
0.94,-0.5425,-0.363,0.7653,2.6169,-8.5459,0.7644,0.937474,-0.188423,0.286819,-0.000735779,0,0,0,0,0,0,-0.00273933,-0.00779475,0.00502872,1,0,0,0,
0.95,-0.5431,-0.3592,0.7732,2.7699,-8.1536,0.9016,0.937663,-0.189035,0.285798,-0.000934737,0,0,0,0,0,0,-0.00151385,-0.000204504,0.0100493,1,0,0,0,
0.96,-0.5396,-0.3609,0.7766,2.3409,-7.3193,0.864,0.938089,-0.189053,0.284389,-0.00103824,0,0,0,0,0,0,0.000459015,-0.00102785,0.0113914,1,0,0,0,
0.97,-0.5378,-0.3621,0.7778,2.2453,-6.3441,0.7895,0.938403,-0.18937,0.283137,-0.00123239,0,0,0,0,0,0,0.000101924,-0.00131837,0.0117867,1,0,0,0,
0.98,-0.5327,-0.346,0.7847,1.6898,-5.0483,0.6975,0.938804,-0.18845,0.282422,-0.000966228,0,0,0,0,0,0,0.00487714,0.0134714,0.0086875,1,0,0,0,
0.99,-0.5326,-0.3459,0.7862,0.6837,-3.8861,0.1887,0.939159,-0.187622,0.281794,-0.000735806,0,0,0,0,0,0,0.0044363,0.0122491,0.00978827,1,0,0,0,
1,-0.5313,-0.3599,0.7801,0.1362,-2.9425,-0.2682,0.939331,-0.188196,0.280834,-0.00102912,0,0,0,0,0,0,0.00173044,-0.00186029,0.00934863,1,0,0,0,
1.01,-0.5376,-0.3606,0.782,-0.3104,-2.0219,-0.3587,0.939087,-0.188568,0.281391,-0.000972525,0,0,0,0,0,0,-0.0012793,-0.000393778,0.0143825,1,0,0,0,
1.02,-0.5374,-0.3631,0.7807,-0.4403,-1.0112,-0.5205,0.938846,-0.189364,0.28166,-0.00113916,0,0,0,0,0,0,-0.000950217,-0.00149203,0.0141635,1,0,0,0,
1.03,-0.5373,-0.3626,0.7795,-0.4855,-0.2121,-0.2974,0.938555,-0.189964,0.282225,-0.00119498,0,0,0,0,0,0,-0.0003305,-0.000180483,0.0130074,1,0,0,0,
1.04,-0.5344,-0.3547,0.7802,-0.9646,0.5217,-0.4741,0.938753,-0.189232,0.282071,-0.00100987,0,0,0,0,0,0,0.00131527,0.00551304,0.009202,1,0,0,0,
1.05,-0.5322,-0.35,0.779,-1.5696,1.181,-0.388,0.938919,-0.188542,0.281979,-0.000810826,0,0,0,0,0,0,0.00184327,0.00773333,0.00545716,1,0,0,0,
1.06,-0.5345,-0.3528,0.7788,-2.0811,1.5026,-0.4927,0.939028,-0.187849,0.282079,-0.000564775,0,0,0,0,0,0,0.000316262,0.00381508,0.00752115,1,0,0,0,
1.07,-0.5363,-0.3549,0.7752,-2.2582,1.932,-0.6863,0.938732,-0.187819,0.283074,-0.000357859,0,0,0,0,0,0,-0.000758767,0.000722848,0.00644183,1,0,0,0,
1.08,-0.5359,-0.3574,0.7736,-2.3445,1.8814,-0.7731,0.938387,-0.188798,0.283567,-0.000555258,0,0,0,0,0,0,4.58956e-05,-0.000114053,0.00587916,1,0,0,0,
1.09,-0.5352,-0.3596,0.7708,-2.1684,1.7451,-0.7031,0.938085,-0.189849,0.283865,-0.000812936,0,0,0,0,0,0,1.26213e-05,-0.000981636,0.00413811,1,0,0,0,
1.1,-0.5349,-0.3572,0.7708,-1.9779,1.6909,-0.4416,0.938183,-0.189182,0.283993,-0.000574857,0,0,0,0,0,0,0.000286825,-0.000214696,0.00312543,1,0,0,0,
1.11,-0.5324,-0.3569,0.7675,-1.6256,1.4008,-0.2842,0.938058,-0.190184,0.283733,-0.00091647,0,0,0,0,0,0,4.63203e-05,0.000743106,-0.000845611,1,0,0,0,
1.12,-0.5347,-0.3538,0.77,-1.3806,1.3497,-0.1625,0.938132,-0.189416,0.284006,-0.00061699,0,0,0,0,0,0,-0.000296198,0.00311984,0.00119483,1,0,0,0,
1.13,-0.5361,-0.3627,0.7676,-1.2578,1.3677,-0.1456,0.937835,-0.190334,0.284366,-0.000815198,0,0,0,0,0,0,-0.00103262,-0.00388939,0.00327182,1,0,0,0,
1.14,-0.536,-0.3637,0.7673,-0.8174,0.9923,0.0469,0.937572,-0.191246,0.28462,-0.00102917,0,0,0,0,0,0,-0.000453591,-0.00299412,0.00335109,1,0,0,0,
1.15,-0.535,-0.3646,0.7684,-0.1139,0.6877,0.2556,0.937453,-0.192138,0.284412,-0.00134136,0,0,0,0,0,0,0.000628248,-0.00163922,0.0039866,1,0,0,0,
1.16,-0.5378,-0.361,0.7669,0.3409,0.4984,0.5693,0.937284,-0.191687,0.285272,-0.00102145,0,0,0,0,0,0,-0.00106682,0.000500545,0.00303423,1,0,0,0,
1.17,-0.5343,-0.3563,0.7693,0.6424,0.2627,0.5345,0.937547,-0.190898,0.284946,-0.000851272,0,0,0,0,0,0,0.00194508,0.00364809,0.00131881,1,0,0,0,
1.18,-0.5323,-0.3566,0.7698,0.6768,0.0887,0.7099,0.937837,-0.190322,0.284374,-0.000779099,0,0,0,0,0,0,0.00270726,0.00209491,0.000751853,1,0,0,0,
1.19,-0.5336,-0.3552,0.7703,0.8523,0.1938,0.6739,0.938098,-0.189505,0.284061,-0.000595987,0,0,0,0,0,0,0.00106665,0.00197531,0.00133657,1,0,0,0,
1.2,-0.5352,-0.3552,0.7713,0.9238,0.1616,0.6039,0.938305,-0.188571,0.283999,-0.000334152,0,0,0,0,0,0,0.000120193,0.00051704,0.00296128,1,0,0,0,
1.21,-0.5364,-0.3581,0.7708,0.8835,0.4829,0.7771,0.938052,-0.189277,0.284354,-0.000480863,0,0,0,0,0,0,-8.77231e-05,-0.000714943,0.00424182,1,0,0,0,
1.22,-0.5379,-0.3565,0.7722,0.8482,0.4996,0.7771,0.938086,-0.188372,0.284848,-0.000110115,0,0,0,0,0,0,0.000287548,-0.000503585,0.00554883,1,0,0,0,
1.23,-0.5388,-0.3603,0.7731,0.8518,0.349,0.6032,0.937941,-0.18919,0.284782,-0.000382938,0,0,0,0,0,0,0.000274315,-0.00185899,0.00806546,1,0,0,0,
1.24,-0.5412,-0.3575,0.7749,0.9945,0.2321,0.5335,0.937954,-0.188313,0.285323,-2.64909e-05,0,0,0,0,0,0,8.20458e-05,-0.000233643,0.00973463,1,0,0,0,
1.25,-0.5442,-0.3528,0.7713,0.8743,0.1137,0.3948,0.937832,-0.187731,0.286104,0.000287939,0,0,0,0,0,0,-0.0031976,0.00194864,0.00692928,1,0,0,0,
1.26,-0.5402,-0.3486,0.7701,0.9328,-0.2238,0.1867,0.93798,-0.186762,0.286257,0.000588003,0,0,0,0,0,0,-0.000631079,0.00295353,0.00239599,1,0,0,0,
1.27,-0.5408,-0.3497,0.7729,0.971,-0.4961,0.1356,0.938216,-0.185846,0.28608,0.000809843,0,0,0,0,0,0,0.000105068,0.0010302,0.00525618,1,0,0,0,
1.28,-0.54,-0.3547,0.7688,0.8014,-0.6275,-0.2474,0.938027,-0.186644,0.286173,0.00054749,0,0,0,0,0,0,-0.000704959,-0.00341675,0.00342631,1,0,0,0,
1.29,-0.5355,-0.3628,0.7678,0.9973,-0.8472,-0.2818,0.937966,-0.187458,0.285844,0.000191563,0,0,0,0,0,0,0.00267611,-0.0100198,0.0030973,1,0,0,0,
1.3,-0.5425,-0.3606,0.7684,1.2083,-0.9144,-0.2298,0.937752,-0.188126,0.286102,-7.30697e-06,0,0,0,0,0,0,-0.00256188,-0.00555828,0.00654542,1,0,0,0,
1.31,-0.5383,-0.3584,0.7711,1.2121,-1.2206,-0.3156,0.937818,-0.188796,0.285451,-0.000385215,0,0,0,0,0,0,0.000755101,-0.00155454,0.00558925,1,0,0,0,
1.32,-0.5418,-0.3571,0.7707,1.6188,-1.2826,-0.439,0.937612,-0.188711,0.286177,-0.000282377,0,0,0,0,0,0,-0.000999093,-0.000252642,0.00669503,1,0,0,0,
1.33,-0.5359,-0.3493,0.7739,1.1771,-0.9783,-0.4914,0.937925,-0.187953,0.285657,-0.000217533,0,0,0,0,0,0,0.00368096,0.00590274,0.00323641,1,0,0,0,
1.34,-0.5379,-0.3515,0.775,0.8586,-0.7072,-0.5266,0.938223,-0.187221,0.285162,-0.000150793,0,0,0,0,0,0,0.00175227,0.00292786,0.00593853,1,0,0,0,
1.35,-0.5364,-0.3509,0.7752,0.625,-0.405,-0.3527,0.938519,-0.186594,0.284597,-0.000115774,0,0,0,0,0,0,0.00182976,0.00207993,0.00508904,1,0,0,0,
1.36,-0.5379,-0.3473,0.7726,0.503,-0.595,-0.3163,0.938648,-0.185677,0.284769,0.000168386,0,0,0,0,0,0,-0.000841685,0.00274014,0.00264013,1,0,0,0,
1.37,-0.54,-0.3552,0.7734,0.246,-0.8131,-0.6811,0.93843,-0.186482,0.284954,-7.36534e-05,0,0,0,0,0,0,-0.000954092,-0.00237262,0.00713336,1,0,0,0,
