timeStamp,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,px,py,pz,vx,vy,vz,lin_ax,lin_ay,lin_az,stationary,foot-contact,foot-off,state_vv,
-0,0.5397,-0.4902,0.71,0.4851,0.1526,-0.2696,0.919306,-0.261094,-0.288676,-0.000346658,0,0,0,0,0,0,-0.00117107,-0.00137627,0.0166377,1,0,0,0,
0.01,0.5403,-0.492,0.7054,0.3451,0.2401,-0.1296,0.919035,-0.261814,-0.288883,-0.000181117,0,0,0,0,0,0,0.00104243,-0.00346535,0.0146167,1,0,0,0,
0.02,0.5401,-0.4926,0.7081,0.4851,0.1351,-0.3746,0.918872,-0.26261,-0.288679,0.000120665,0,0,0,0,0,0,-0.000202805,-0.000960767,0.0166799,1,0,0,0,
0.03,0.5418,-0.4916,0.7074,0.4326,0.2051,-0.2696,0.918616,-0.262649,-0.289457,-9.46474e-05,0,0,0,0,0,0,1.62423e-05,-9.44734e-05,0.0166101,1,0,0,0,
0.04,0.5397,-0.4918,0.7089,0.4763,0.3243,-0.0077,0.918903,-0.262568,-0.288629,0.000125244,0,0,0,0,0,0,-0.000727743,-3.51965e-05,0.0166399,1,0,0,0,
0.05,0.539,-0.4936,0.7062,0.5113,0.2893,-0.1652,0.918693,-0.263357,-0.288567,0.000392316,0,0,0,0,0,0,-1.29491e-05,-0.00125693,0.0152588,1,0,0,0,
0.06,0.5403,-0.4881,0.7106,0.4938,0.3243,-0.1827,0.918967,-0.262501,-0.288485,0.000144878,0,0,0,0,0,0,-0.000253275,0.00391772,0.0163562,1,0,0,0,
0.07,0.5425,-0.4894,0.7088,0.5113,0.5343,-0.0252,0.918965,-0.261821,-0.289102,-0.000245248,0,0,0,0,0,0,0.000976801,0.00075987,0.0169011,1,0,0,0,
0.08,0.5404,-0.494,0.7098,0.5638,0.4468,0.0623,0.918929,-0.262541,-0.288563,0.000147036,0,0,0,0,0,0,-0.000802487,-0.00144552,0.0186982,1,0,0,0,
0.09,0.5404,-0.4889,0.7117,0.6688,0.5168,-0.1302,0.919241,-0.261722,-0.28832,-3.9022e-05,0,0,0,0,0,0,-0.000502586,0.00206234,0.0175693,1,0,0,0,
0.1,0.5422,-0.4874,0.7103,0.6338,0.4818,-0.0952,0.919324,-0.260906,-0.288791,-0.000425257,0,0,0,0,0,0,0.000930771,0.00115557,0.016832,1,0,0,0,
0.11,0.5406,-0.4879,0.7101,0.5288,0.3943,-0.1302,0.919664,-0.260322,-0.28824,-0.00045271,0,0,0,0,0,0,0.000841066,-0.000901774,0.0160866,1,0,0,0,
0.12,0.5411,-0.4851,0.7133,0.3013,0.2368,-0.0427,0.919912,-0.259466,-0.288216,-0.000712746,0,0,0,0,0,0,3.67314e-05,0.00123888,0.0172533,1,0,0,0,
0.13,0.5417,-0.4854,0.7116,-0.0137,0.1143,0.1323,0.919695,-0.259319,-0.289031,-0.000985537,0,0,0,0,0,0,-0.000400931,-6.62506e-05,0.0165229,1,0,0,0,
0.14,0.5426,-0.4903,0.7123,-0.3741,-0.2685,0.2987,0.919495,-0.260201,-0.288877,-0.000651685,0,0,0,0,0,0,-0.000418469,-0.00187889,0.0198284,1,0,0,0,
0.15,0.5402,-0.491,0.709,-0.3834,-0.367,0.3834,0.919283,-0.261088,-0.288751,-0.000314767,0,0,0,0,0,0,-0.000479966,-0.00245409,0.0165892,1,0,0,0,
0.16,0.5415,-0.4904,0.7086,-0.4359,-0.227,0.3659,0.918968,-0.261823,-0.289085,-0.000165976,0,0,0,0,0,0,0.000176549,-0.000301674,0.0167106,1,0,0,0,
0.17,0.5428,-0.4856,0.7109,-0.5759,-0.0695,0.3309,0.919157,-0.261033,-0.289209,-0.000454224,0,0,0,0,0,0,0.000488058,0.00339688,0.0167038,1,0,0,0,
0.18,0.5404,-0.4863,0.7098,-0.5584,-0.0695,0.4709,0.919447,-0.260422,-0.28884,-0.000535886,0,0,0,0,0,0,-0.000217885,0.000561565,0.015003,1,0,0,0,
0.19,0.5411,-0.489,0.7093,-0.4184,0.018,0.5059,0.919178,-0.261271,-0.28892,-0.000280096,0,0,0,0,0,0,5.45233e-05,-2.85357e-05,0.016315,1,0,0,0,
0.2,0.5424,-0.4901,0.7089,-0.3134,0.2805,0.3309,0.918863,-0.261777,-0.289462,-0.000282023,0,0,0,0,0,0,-1.81794e-05,0.000138626,0.0172522,1,0,0,0,
0.21,0.5402,-0.4894,0.7109,-0.2434,0.158,0.4534,0.919173,-0.261476,-0.288759,-0.000166233,0,0,0,0,0,0,-0.00124896,0.000714764,0.0171454,1,0,0,0,
0.22,0.5394,-0.4948,0.7075,-0.4534,0.2455,0.5059,0.918969,-0.262368,-0.28859,0.000161521,0,0,0,0,0,0,-0.000554025,-0.00373308,0.016953,1,0,0,0,
0.23,0.5369,-0.4952,0.7068,-0.1034,0.1055,0.3309,0.918861,-0.263196,-0.28818,0.000549979,0,0,0,0,0,0,-0.00141883,-0.00296293,0.0153407,1,0,0,0,
0.24,0.5398,-0.4905,0.7108,-0.0629,0.0402,0.0891,0.919122,-0.2624,-0.28808,0.000330011,0,0,0,0,0,0,-0.000190854,0.00170583,0.0173913,1,0,0,0,
0.25,0.5389,-0.4896,0.7092,-0.0049,0.0623,0.0224,0.919354,-0.261569,-0.288097,6.30821e-05,0,0,0,0,0,0,4.14252e-06,-0.000259563,0.0153706,1,0,0,0,
0.26,0.5411,-0.489,0.7102,0.0301,0.0273,-0.1001,0.919284,-0.261009,-0.288821,-0.00032459,0,0,0,0,0,0,-0.000201002,-0.000168279,0.0169441,1,0,0,0,
0.27,0.5397,-0.4877,0.7102,-0.2149,-0.1302,0.0749,0.919591,-0.260627,-0.288196,-0.000267381,0,0,0,0,0,0,0.000205413,-9.79453e-05,0.0155828,1,0,0,0,
0.28,0.5408,-0.4885,0.7101,-0.3724,-0.2177,0.0924,0.919262,-0.261061,-0.288841,-0.000316761,0,0,0,0,0,0,-0.000367016,0.000282481,0.016474,1,0,0,0,
0.29,0.5396,-0.4869,0.7111,-0.0924,-0.0602,0.0924,0.919575,-0.260499,-0.288361,-0.000352949,0,0,0,0,0,0,-0.000597343,0.000729233,0.0157747,1,0,0,0,
0.3,0.5411,-0.4885,0.7101,-0.4249,-0.1652,0.1274,0.919244,-0.261053,-0.288906,-0.000338942,0,0,0,0,0,0,-0.000260055,0.000308678,0.016633,1,0,0,0,
0.31,0.54,-0.4916,0.7071,-0.2324,-0.1302,0.1624,0.919003,-0.261907,-0.288902,-6.43863e-05,0,0,0,0,0,0,-4.17084e-05,-0.00208826,0.0154485,1,0,0,0,
0.32,0.5406,-0.4889,0.7091,-0.4249,-0.1127,0.1974,0.919257,-0.261151,-0.288786,-0.0002724,0,0,0,0,0,0,5.59092e-05,-0.000372291,0.0158648,1,0,0,0,
0.33,0.5389,-0.4895,0.7122,-0.3549,0.0623,0.1974,0.919524,-0.261097,-0.287984,-6.93026e-05,0,0,0,0,0,0,-0.00132908,0.000218138,0.0174172,1,0,0,0,
0.34,0.5424,-0.4901,0.7089,-0.0876,-0.0459,0.2096,0.919214,-0.261402,-0.288684,-0.000160857,0,0,0,0,0,0,0.00171039,-0.000679091,0.0172551,1,0,0,0,
0.35,0.5389,-0.4893,0.7097,-0.3533,-0.1608,-0.0164,0.919443,-0.261502,-0.287875,8.91263e-05,0,0,0,0,0,0,0.000266448,8.40873e-05,0.015576,1,0,0,0,
0.36,0.5391,-0.491,0.7093,-0.0558,-0.0908,0.0186,0.919158,-0.262271,-0.288074,0.000275745,0,0,0,0,0,0,-4.74751e-05,0.000150383,0.0162164,1,0,0,0,
0.37,0.541,-0.489,0.7091,-0.1258,-0.0558,0.0186,0.919149,-0.261612,-0.288709,-0.000114652,0,0,0,0,0,0,0.000541583,0.000611559,0.0161228,1,0,0,0,
0.38,0.5411,-0.4889,0.7098,-0.0558,0.1367,-0.0339,0.919325,-0.260768,-0.288915,-0.0004498,0,0,0,0,0,0,-0.000193313,-0.000819325,0.0166184,1,0,0,0,
0.39,0.5397,-0.4897,0.7093,0.2242,0.1717,0.0186,0.919264,-0.261525,-0.28842,-6.64518e-05,0,0,0,0,0,0,-0.000119939,-0.000287488,0.0159101,1,0,0,0,
0.4,0.5403,-0.4902,0.7099,0.2942,0.3117,-0.1739,0.919054,-0.262318,-0.288366,0.000186862,0,0,0,0,0,0,0.000100285,0.00140336,0.0168827,1,0,0,0,
0.41,0.5397,-0.4863,0.7108,0.2067,0.3117,-0.1564,0.919316,-0.261481,-0.288299,-7.0755e-05,0,0,0,0,0,0,-0.000148892,0.00325736,0.0153227,1,0,0,0,
0.42,0.5391,-0.4875,0.7099,0.2242,0.1367,-0.2439,0.919596,-0.26068,-0.288131,-0.000285415,0,0,0,0,0,0,9.71556e-06,-7.29263e-05,0.0149595,1,0,0,0,
0.43,0.5397,-0.4902,0.7102,0.1017,-0.0733,-0.1739,0.919365,-0.261498,-0.288119,-2.86562e-05,0,0,0,0,0,0,-2.91169e-05,-0.000370517,0.0167787,1,0,0,0,
0.44,0.5406,-0.4901,0.7103,0.1367,0.1017,-0.2264,0.919096,-0.261595,-0.288888,-0.000229583,0,0,0,0,0,0,-0.00102051,0.00010635,0.0172732,1,0,0,0,
0.45,0.5411,-0.4925,0.7101,0.128,0.0109,-0.5266,0.918978,-0.262391,-0.288543,9.01438e-05,0,0,0,0,0,0,-0.000115961,-0.000240773,0.0185546,1,0,0,0,
0.46,0.5402,-0.4907,0.7083,0.443,0.1159,-0.6491,0.918941,-0.261747,-0.289246,-0.000338392,0,0,0,0,0,0,-0.00120209,-0.00112939,0.0159552,1,0,0,0,
0.47,0.5402,-0.4916,0.707,0.4955,0.1859,-0.6316,0.918783,-0.262536,-0.289029,-5.33481e-05,0,0,0,0,0,0,-0.00018312,-0.00080733,0.0154845,1,0,0,0,
0.48,0.5402,-0.4903,0.7116,0.7755,0.1509,-0.7716,0.919125,-0.261913,-0.288516,-0.000121063,0,0,0,0,0,0,-0.00130536,0.00114682,0.0180651,1,0,0,0,
0.49,0.5419,-0.4861,0.711,0.688,0.1684,-0.8766,0.919325,-0.26099,-0.288712,-0.000497487,0,0,0,0,0,0,0.000616848,0.00268269,0.0165372,1,0,0,0,
0.5,0.5413,-0.4886,0.7117,0.548,0.2034,-0.7541,0.919661,-0.260343,-0.288229,-0.000594953,0,0,0,0,0,0,0.00041528,-0.000677317,0.0179102,1,0,0,0,
0.51,0.5411,-0.489,0.7105,0.3555,0.2209,-0.8591,0.919371,-0.260972,-0.288573,-0.000543813,0,0,0,0,0,0,3.99351e-05,-0.000268221,0.0171535,1,0,0,0,
0.52,0.5421,-0.488,0.7113,0.5305,0.1159,-0.5616,0.919481,-0.260114,-0.289003,-0.000950842,0,0,0,0,0,0,-0.000358135,-0.000774845,0.0177659,1,0,0,0,
0.53,0.5416,-0.4855,0.7125,0.4955,0.1509,-0.5616,0.919802,-0.259391,-0.288635,-0.00109309,0,0,0,0,0,0,-0.000231996,0.000281006,0.0171494,1,0,0,0,
0.54,0.5424,-0.4855,0.7129,0.618,0.1859,-0.4566,0.919958,-0.258489,-0.288942,-0.00147028,0,0,0,0,0,0,-0.000461504,-0.00140493,0.0178547,1,0,0,0,
0.55,0.5427,-0.485,0.7122,0.2085,0.1347,-0.1702,0.919699,-0.259251,-0.289079,-0.00127577,0,0,0,0,0,0,-6.5729e-05,0.000415593,0.0172836,1,0,0,0,
0.56,0.5392,-0.4872,0.709,0.0137,0.1876,0.0186,0.919591,-0.260069,-0.28869,-0.000915377,0,0,0,0,0,0,-0.000762433,-0.00173718,0.0142375,1,0,0,0,
0.57,0.5385,-0.4878,0.7109,0.1887,0.2576,-0.0164,0.919716,-0.260514,-0.287896,-0.000554605,0,0,0,0,0,0,-0.000697315,-0.000472873,0.0154845,1,0,0,0,
0.58,0.5413,-0.489,0.7125,0.0837,0.1526,-0.1039,0.919416,-0.260855,-0.288537,-0.000638858,0,0,0,0,0,0,-0.000809416,0.000421658,0.0186549,1,0,0,0,
0.59,0.541,-0.4884,0.7141,0.1537,0.1351,-0.0164,0.919744,-0.260336,-0.287971,-0.000640921,0,0,0,0,0,0,-0.000567243,0.000515953,0.0193326,1,0,0,0,
0.6,0.5416,-0.4872,0.7103,0.2412,-0.0749,-0.1039,0.919476,-0.26038,-0.288773,-0.000845095,0,0,0,0,0,0,0.000363275,-7.46697e-05,0.0164188,1,0,0,0,
0.61,0.5425,-0.4857,0.7129,0.1537,0.1351,-0.0864,0.919724,-0.259537,-0.28875,-0.00110793,0,0,0,0,0,0,6.25849e-06,0.000737384,0.0180013,1,0,0,0,
0.62,0.5413,-0.4839,0.7126,0.1187,0.0826,0.0186,0.920011,-0.258771,-0.288525,-0.00128151,0,0,0,0,0,0,-6.46561e-05,0.000288054,0.0163012,1,0,0,0,
0.63,0.5401,-0.4854,0.7124,-0.0038,-0.0399,0.0886,0.920014,-0.25945,-0.287901,-0.000885623,0,0,0,0,0,0,0.000194743,0.000216141,0.0162373,1,0,0,0,
0.64,0.543,-0.4869,0.7128,0.1537,0.0651,0.1761,0.919733,-0.259604,-0.288651,-0.00103228,0,0,0,0,0,0,0.000527948,-0.000111252,0.0187677,1,0,0,0,
0.65,0.5431,-0.4835,0.7129,0.0812,0.2026,0.3322,0.919881,-0.258771,-0.288936,-0.00135737,0,0,0,0,0,0,0.000451148,0.00106683,0.0172763,1,0,0,0,
0.66,0.5404,-0.4854,0.7115,-0.0962,0.1652,0.2434,0.919864,-0.259499,-0.288335,-0.000956085,0,0,0,0,0,0,-1.49757e-05,-4.08441e-05,0.0157652,1,0,0,0,
0.67,0.5387,-0.4869,0.7101,-0.1312,0.2002,0.2609,0.919737,-0.260345,-0.287977,-0.000588157,0,0,0,0,0,0,-0.000126138,-0.000397608,0.0146,1,0,0,0,
0.68,0.5385,-0.4871,0.71,0.2188,0.2702,0.1909,0.919622,-0.261161,-0.287604,-0.000215572,0,0,0,0,0,0,0.000556111,0.00115588,0.014518,1,0,0,0,
0.69,0.5375,-0.4871,0.7131,0.3413,0.4802,-0.0541,0.919956,-0.260537,-0.287109,-0.000278451,0,0,0,0,0,0,-0.000831619,0.00111574,0.0161626,1,0,0,0,
0.7,0.5374,-0.4871,0.7116,0.4288,0.4452,-0.2816,0.92026,-0.25976,-0.286839,-0.000462121,0,0,0,0,0,0,0.000461102,-0.00134023,0.0150634,1,0,0,0,
0.71,0.5387,-0.489,0.7147,0.6038,0.3927,-0.6666,0.920119,-0.260533,-0.286582,-0.000180101,0,0,0,0,0,0,0.000178918,0.000380859,0.0188271,1,0,0,0,
0.72,0.5389,-0.4866,0.7151,0.7963,0.4277,-0.8416,0.920341,-0.259599,-0.286724,-0.000546469,0,0,0,0,0,0,0.000162125,0.000594169,0.0180695,1,0,0,0,
0.73,0.5435,-0.4864,0.7153,0.6738,0.5152,-0.8591,0.920203,-0.259203,-0.287516,-0.000939734,0,0,0,0,0,0,0.00215244,0.000639796,0.0205467,1,0,0,0,
0.74,0.5435,-0.4854,0.7163,0.8488,0.4102,-0.5266,0.920234,-0.258435,-0.288108,-0.0013572,0,0,0,0,0,0,0.000455886,0.000279158,0.0207747,1,0,0,0,
0.75,0.5441,-0.4833,0.7132,0.8333,0.5856,-0.4497,0.920063,-0.258155,-0.288898,-0.00168034,0,0,0,0,0,0,0.00116512,8.66801e-05,0.0179257,1,0,0,0,
0.76,0.5391,-0.4858,0.7156,0.332,0.5343,-0.2713,0.920261,-0.258418,-0.288041,-0.00138284,0,0,0,0,0,0,-0.00277579,-0.00110434,0.0181394,1,0,0,0,
0.77,0.5368,-0.4871,0.7095,0.577,0.4293,-0.4113,0.920126,-0.259205,-0.28776,-0.00107482,0,0,0,0,0,0,-0.00105056,-0.00375521,0.0132685,1,0,0,0,
0.78,0.5309,-0.4941,0.7131,0.8745,0.6393,-0.9538,0.920182,-0.259763,-0.287082,-0.000757385,0,0,0,0,0,0,-0.0074674,-0.00776298,0.0160186,1,0,0,0,
0.79,0.537,-0.4868,0.7177,1.207,0.6043,-1.7063,0.920531,-0.259313,-0.286375,-0.000778053,0,0,0,0,0,0,-0.00218298,0.000613272,0.018989,1,0,0,0,
0.8,0.5407,-0.4767,0.7222,0.9445,0.3243,-1.7063,0.920792,-0.258363,-0.286389,-0.00115842,0,0,0,0,0,0,-2.12491e-05,0.00990377,0.0193067,1,0,0,0,
0.81,0.54,-0.4851,0.7145,0.6645,-0.0607,-1.8463,0.920496,-0.258614,-0.287104,-0.00136678,0,0,0,0,0,0,0.000569895,-0.000641406,0.0175166,1,0,0,0,
0.82,0.5407,-0.4865,0.7175,0.2795,-0.5857,-2.0038,0.920626,-0.258951,-0.28639,-0.0011535,0,0,0,0,0,0,0.000890374,0.000369266,0.0206593,1,0,0,0,
0.83,0.5416,-0.4802,0.721,0.262,-1.0757,-2.0388,0.920817,-0.258033,-0.286604,-0.00157266,0,0,0,0,0,0,0.000233635,0.00555557,0.0206078,1,0,0,0,
0.84,0.5419,-0.4849,0.7224,-0.298,-1.7757,-1.9513,0.921066,-0.257293,-0.286471,-0.00183095,0,0,0,0,0,0,-0.000705749,0.000510827,0.0239849,1,0,0,0,
0.85,0.5437,-0.4882,0.7241,-0.7355,-2.5632,-2.0738,0.920874,-0.258104,-0.28635,-0.00160385,0,0,0,0,0,0,-0.000352383,0.000485882,0.0276899,1,0,0,0,
0.86,0.5353,-0.4866,0.7203,-1.208,-3.6307,-2.1963,0.920964,-0.258337,-0.285858,-0.00143656,0,0,0,0,0,0,-0.0040677,-0.000665769,0.0198308,1,0,0,0,
0.87,0.522,-0.5171,0.7213,-1.208,-5.0132,-3.4213,0.920765,-0.259099,-0.285806,-0.00124663,0,0,0,0,0,0,-0.0202216,-0.0268841,0.0280523,1,0,0,0,
0.88,0.5283,-0.5079,0.7278,-1.208,-7.0257,-5.3113,0.920606,-0.259671,-0.2858,-0.00116209,0,0,0,0,0,0,-0.0170228,-0.0136678,0.0315691,1,0,0,0,
0.89,0.5026,-0.5527,0.7504,-1.068,-10.7357,-7.6213,0.920375,-0.260138,-0.286119,-0.00117882,0,0,0,0,0,0,-0.057922,-0.044332,0.0552783,1,0,0,0,
0.9,0.5103,-0.5674,0.741,-1.418,-17.4032,-12.8538,0.919883,-0.26065,-0.287231,-0.00146538,0,0,0,0,0,0,-0.0513981,-0.0593089,0.0597101,1,0,0,0,
0.91,0.4684,-0.5536,0.8036,-1.3655,-26.0832,-17.2113,0.919407,-0.260497,-0.288891,-0.00200263,-4.23287e-05,-2.03894e-05,3.28541e-05,-0.00846573,-0.00407789,0.00657081,-0.121196,-0.0238285,0.0742514,0,0,1,1,
0.92,0.4617,-0.507,0.8334,-5.3205,-38.9807,-22.0063,0.91858,-0.26021,-0.291761,-0.00285478,-0.000191541,-5.98654e-05,0.000133534,-0.0213768,-0.0038173,0.0135651,-0.142027,0.029141,0.0683444,0,0,0,1,
0.93,0.5181,-0.5172,0.8088,-11.2356,-53.2607,-26.5388,0.917238,-0.260295,-0.295867,-0.00389192,-0.000463029,-8.67052e-05,0.000306947,-0.0329207,-0.00155066,0.0211176,-0.0933219,0.0170699,0.0856302,0,0,0,1,
0.94,0.5098,-0.6002,0.8401,-17.8506,-68.7132,-31.5088,0.915221,-0.261188,-0.301258,-0.00500056,-0.000850384,-0.000107479,0.000573602,-0.0445503,-0.002604,0.0322134,-0.143775,-0.0385448,0.140583,0,0,0,1,
0.95,0.4724,-0.7112,0.9311,-13.5106,-89.0307,-42.0613,0.912698,-0.261513,-0.308517,-0.00635386,-0.00139537,-0.000166269,0.000986822,-0.0644461,-0.00915402,0.0504307,-0.261847,-0.0949928,0.230819,0,0,0,1,
0.96,0.4738,-0.6684,0.998,-11.7256,-113.286,-57.4613,0.909548,-0.261024,-0.318038,-0.0084099,-0.00218162,-0.000287627,0.00160908,-0.0928051,-0.0151177,0.07402,-0.316319,-0.0265901,0.250106,0,0,0,1,
0.97,0.5716,-0.6415,0.9781,-20.5631,-129.053,-66.9113,0.905655,-0.260876,-0.328997,-0.0111321,-0.00324918,-0.000444856,0.00247821,-0.120706,-0.0163282,0.0998061,-0.252515,0.00191058,0.275604,0,0,0,1,
0.98,0.7686,-0.6433,1.1242,-26.0756,-139.168,-75.0838,0.901238,-0.260559,-0.341023,-0.0145902,-0.00457316,-0.000583177,0.00366258,-0.14409,-0.0113359,0.137069,-0.224221,0.0998693,0.484089,0,0,0,1,
0.99,0.7957,-0.4489,0.8836,-33.8806,-136.018,-86.1963,0.896475,-0.260028,-0.353506,-0.0195541,-0.00608208,-0.000634103,0.00521546,-0.157693,0.00115071,0.173506,-0.0531014,0.1547,0.25877,0,0,0,1,
1,1.2468,-0.1136,0.9075,-78.9431,-141.566,-91.2188,0.890058,-0.262843,-0.366938,-0.0263445,-0.007598,-0.000455546,0.00711708,-0.145491,0.0345606,0.206817,0.301877,0.52644,0.420354,0,0,0,1,
1.01,1.4933,-0.2173,0.6622,-153.511,-122.526,-59.4913,0.882146,-0.272639,-0.378142,-0.0334649,-0.00883771,0.00011004,0.00941021,-0.102452,0.0785565,0.251809,0.575556,0.370519,0.496911,0,0,0,1,
1.02,2.1622,-1.5134,0.8599,-172.936,-105.988,-43.5838,0.873888,-0.28522,-0.387294,-0.0399503,-0.00959744,0.000868668,0.0124628,-0.0494926,0.0731693,0.358709,0.504156,-0.48035,1.6825,0,0,0,1,
1.03,1.6403,-1.7479,0.9742,-90.6506,-48.8857,-35.7613,0.869556,-0.291871,-0.391609,-0.0441684,-0.00997887,0.00131919,0.0168293,-0.0267943,0.0169356,0.514595,-0.041397,-0.666106,1.4956,0,0,0,1,
1.04,1.2872,-0.8363,0.7459,-7.7005,-28.4982,-52.8763,0.867793,-0.291086,-0.395663,-0.0477422,-0.0102263,0.00130166,0.0225129,-0.0226987,-0.0204415,0.622121,0.124896,-0.0959153,0.696571,0,0,0,1,
1.05,1.1875,-0.0504,0.647,-4.6555,-23.1782,-64.4613,0.866579,-0.28859,-0.399511,-0.0526821,-0.0103351,0.0011901,0.0289575,0.00095268,-0.00187095,0.666791,0.357292,0.47452,0.214136,0,0,0,1,
1.06,1.157,0.0034,0.6639,-52.8156,-15.2332,-62.8513,0.864425,-0.289717,-0.402414,-0.0593744,-0.0101555,0.00141483,0.0357222,0.0349693,0.0468159,0.686155,0.336218,0.518077,0.180635,0,0,0,1,
1.07,1.091,-0.3509,0.6774,-82.6706,-1.1807,-64.1638,0.861919,-0.292964,-0.40414,-0.0675791,-0.00968515,0.00206471,0.0427019,0.0590919,0.0831605,0.709787,0.155578,0.222892,0.301156,0,0,0,1,
1.08,0.9924,-0.5453,0.6579,-70.6481,13.9743,-74.5063,0.860092,-0.294852,-0.405061,-0.0765267,-0.0090501,0.00296,0.0499488,0.067918,0.0958977,0.7396,0.0243616,0.0367853,0.306657,0,0,0,1,
1.09,0.8853,-0.4189,0.6046,-45.9556,26.0493,-85.5838,0.859357,-0.294296,-0.405191,-0.0857006,-0.00835773,0.00394967,0.0574557,0.070557,0.102036,0.76177,0.0294415,0.0883558,0.145323,0,0,0,1,
1.1,0.7629,-0.2524,0.5253,-34.1781,34.9918,-90.7813,0.85912,-0.292588,-0.404841,-0.0950712,-0.00762977,0.00502996,0.0650952,0.0750338,0.114022,0.766139,0.0618288,0.156012,-0.056241,0,0,0,1,
1.11,0.6512,-0.2129,0.4495,-38.1506,40.4693,-89.8713,0.858907,-0.291136,-0.403977,-0.104644,-0.00685164,0.00623953,0.0726954,0.0805923,0.127893,0.753896,0.0514948,0.126779,-0.193355,0,0,0,2,
1.12,0.5692,-0.2942,0.3948,-41.8956,42.6043,-87.6488,0.858771,-0.29006,-0.402478,-0.114102,-0.00603386,0.00755379,0.0801259,0.0829633,0.134958,0.732206,-0.00315787,0.0172639,-0.248843,0,0,0,2,
1.13,0.4925,-0.3683,0.3456,-35.9631,43.9343,-82.9063,0.858549,-0.290155,-0.400499,-0.12219,-0.0052188,0.00888844,0.0873128,0.0800501,0.131972,0.705168,-0.0562339,-0.0781443,-0.302398,0,0,0,2,
1.14,0.3795,-0.3492,0.2839,-24.4656,42.9893,-73.9463,0.858649,-0.289682,-0.398432,-0.129176,-0.00445287,0.0101632,0.0941853,0.0731357,0.122986,0.66934,-0.0847314,-0.105068,-0.428047,0,0,0,2,
1.15,0.2769,-0.2662,0.2259,-16.3106,38.0368,-62.4313,0.858929,-0.288982,-0.396437,-0.134898,-0.0037617,0.0113486,0.100634,0.0650986,0.114081,0.620435,-0.0791255,-0.0764683,-0.568995,0,0,0,2,
1.16,0.1993,-0.1902,0.1773,-14.0181,30.1443,-49.4113,0.859184,-0.288551,-0.394637,-0.139393,-0.00314615,0.0124593,0.106532,0.0580111,0.108071,0.55903,-0.0653682,-0.0460657,-0.682883,0,0,0,2,
1.17,0.1554,-0.1545,0.1511,-14.8581,21.9193,-36.6013,0.859317,-0.288644,-0.393069,-0.142778,-0.00259716,0.0135205,0.111772,0.051786,0.104173,0.489057,-0.0615456,-0.0334099,-0.743679,0,0,0,2,
1.18,0.1439,-0.1422,0.1359,-15.8031,15.1993,-24.6838,0.85931,-0.289341,-0.391711,-0.145117,-0.00210766,0.0145461,0.116293,0.0461139,0.100933,0.415054,-0.0540939,-0.0326426,-0.765056,0,0,0,2,
1.19,0.142,-0.122,0.1288,-14.3506,9.7043,-14.9888,0.859298,-0.290278,-0.390506,-0.146559,-0.00166991,0.0155423,0.120065,0.0414359,0.0983127,0.339371,-0.0412778,-0.0207751,-0.777909,0,0,0,2,
1.2,0.1683,-0.0881,0.133,-12.4606,5.6793,-7.3063,0.859455,-0.290592,-0.389508,-0.147674,-0.00126814,0.0165222,0.123079,0.0389184,0.097673,0.263504,-0.0100475,0.00773346,-0.768821,0,0,0,2,
1.21,0.2054,-0.0668,0.1414,-11.3756,3.6143,-0.6913,0.8593,-0.290596,-0.389462,-0.148681,-0.000876666,0.0175078,0.125343,0.0393769,0.0994471,0.189275,0.0193949,0.0284374,-0.744522,0,0,0,2,
1.22,0.2355,-0.0554,0.1503,-10.5705,4.2443,4.9613,0.859185,-0.290778,-0.389358,-0.149256,-0.000468493,0.0185196,0.126876,0.0422577,0.102899,0.117369,0.0393367,0.04193,-0.721439,0,0,0,2,
1.23,0.2641,-0.0477,0.1574,-10.2906,6.3968,9.5638,0.859168,-0.291109,-0.389044,-0.149527,-2.21027e-05,0.0195715,0.127701,0.0470205,0.107483,0.0476934,0.0577637,0.051529,-0.699068,0,0,0,2,
1.24,0.2881,-0.0549,0.1597,-10.1855,10.1418,12.9413,0.859263,-0.291577,-0.388449,-0.149617,0.000479198,0.0206704,0.127841,0.0532397,0.112299,-0.0198057,0.0690299,0.0466639,-0.677061,0,0,0,3,
1.25,0.29,-0.0591,0.1492,-8.9955,14.1493,14.7613,0.859489,-0.292062,-0.387588,-0.149601,0.0010469,0.0218139,0.12731,0.0603016,0.116399,-0.0863552,0.0749436,0.0369151,-0.679707,0,0,0,3,
1.26,0.2818,-0.0711,0.141,-7.8405,16.7043,16.0563,0.859797,-0.292583,-0.386561,-0.149468,0.00168528,0.0229925,0.126112,0.0673737,0.119328,-0.153331,0.0692386,0.0227984,-0.685756,0,0,0,3,
1.27,0.3013,-0.1099,0.149,-6.913,17.7018,17.5963,0.860096,-0.293381,-0.385443,-0.149065,0.00239061,0.0241906,0.12425,0.0736927,0.120304,-0.218946,0.059588,-0.00289539,-0.651962,0,0,0,3,
1.28,0.3291,-0.1603,0.1699,-5.9855,19.2243,20.5888,0.860478,-0.294577,-0.384003,-0.148218,0.0031527,0.0253858,0.121754,0.078724,0.118717,-0.280377,0.0429867,-0.0294558,-0.600451,0,0,0,3,
