gait number,px,py,pz,vx,vy,vz,ax,ay,az,
3,0.000858496,-0.00100271,-0.00699517,0.029529,-0.0338194,0.0123591,-0.0499103,0.00908305,0.03911,
3,0.00115618,-0.00135695,-0.00807009,0.0300073,-0.0370274,0.0163272,-0.0794384,-0.0232584,0.0383031,
3,0.00145155,-0.00175167,-0.00910399,0.0290678,-0.0419184,0.0205649,-0.0788164,-0.0252276,0.0446058,
3,0.00174152,-0.00219775,-0.0100946,0.0289246,-0.0472966,0.0249826,-0.0632059,-0.0331923,0.0419735,
3,0.00204686,-0.00270231,-0.0110396,0.032144,-0.0536153,0.029696,-0.0102594,-0.0444003,0.0506338,
3,0.00239727,-0.00327241,-0.0119325,0.0379373,-0.0604039,0.0353933,-0.0107316,-0.0427728,0.062031,
3,0.00280363,-0.00391277,-0.0127626,0.0433349,-0.0676685,0.0422539,-0.0183274,-0.054106,0.0743519,
3,0.00326252,-0.00462887,-0.0135127,0.0484432,-0.0755513,0.0514027,-0.0166291,-0.0553748,0.108683,
3,0.00376316,-0.00543738,-0.0141546,0.0516854,-0.0861521,0.0638784,-0.056372,-0.10952,0.142176,
3,0.00428274,-0.00638852,-0.014662,0.0522299,-0.104075,0.0783302,-0.0716274,-0.204644,0.148971,
3,0.00479703,-0.00752521,-0.0150182,0.050629,-0.123265,0.0940927,-0.100113,-0.135373,0.1689,
3,0.00528351,-0.00884924,-0.0152119,0.0466677,-0.14154,0.110844,-0.119748,-0.185974,0.169132,
3,0.00572783,-0.0103755,-0.0152372,0.0421951,-0.163705,0.127764,-0.110538,-0.214681,0.172327,
3,0.00613736,-0.0121318,-0.0150923,0.0397113,-0.187555,0.144876,-0.079201,-0.220321,0.173067,
3,0.00652962,-0.0141273,-0.0147779,0.0387409,-0.211549,0.161684,-0.0796849,-0.217633,0.166103,
3,0.00691589,-0.0163633,-0.0142934,0.038513,-0.235661,0.178885,-0.0640614,-0.222723,0.181108,
3,0.00731145,-0.0188553,-0.0136357,0.0405982,-0.262735,0.196327,-0.0325278,-0.278019,0.171003,
3,0.00775024,-0.0216425,-0.0127997,0.0471597,-0.294698,0.214554,0.0271983,-0.32239,0.197106,
3,0.00828946,-0.0247814,-0.011767,0.0606848,-0.333091,0.235655,0.109441,-0.409103,0.229601,
3,0.00902871,-0.0283519,-0.0104951,0.0871649,-0.381,0.262386,0.291316,-0.51642,0.311877,
3,0.0101077,-0.032447,-0.0089553,0.128639,-0.438031,0.289251,0.415128,-0.595063,0.232354,
3,0.0116214,-0.0371485,-0.00718178,0.174096,-0.502266,0.309125,0.372514,-0.66329,0.169328,
3,0.0135825,-0.0425292,-0.0052132,0.218117,-0.573879,0.328263,0.385861,-0.745474,0.217368,
3,0.0160221,-0.0486501,-0.00303419,0.269812,-0.650294,0.351212,0.528958,-0.761205,0.247015,
3,0.0190494,-0.055555,-0.000515526,0.335654,-0.730682,0.396192,0.674288,-0.826461,0.666524,
3,0.022623,-0.0633533,0.00251775,0.379053,-0.828973,0.454134,0.071394,-1.12621,0.511266,
3,0.0265256,-0.0721464,0.0061854,0.401467,-0.929647,0.523069,0.246476,-0.875045,0.890655,
3,0.0309538,-0.0818749,0.0107048,0.484189,-1.01607,0.624481,1.3009,-0.835621,1.17339,
3,0.0364872,-0.0924637,0.016337,0.622473,-1.10168,0.745622,1.37925,-0.858522,1.29287,
3,0.043348,-0.103962,0.0232115,0.749699,-1.19791,0.87296,1.07545,-1.05225,1.29971,
3,0.0515029,-0.116549,0.0312913,0.881272,-1.3196,0.986665,1.46787,-1.37739,1.01496,
3,0.0610717,-0.130389,0.0402317,1.03249,-1.44842,1.04508,1.47604,-1.19761,0.172491,
3,0.0719897,-0.145529,0.0490976,1.15111,-1.57959,0.971789,0.803025,-1.42533,-1.67021,
3,0.0837704,-0.161962,0.0573516,1.20505,-1.70696,0.922681,0.157575,-1.12025,0.665549,
3,0.0961724,-0.179702,0.0655648,1.27534,-1.84106,0.963631,1.13642,-1.56238,0.165821,
3,0.109414,-0.198741,0.0735276,1.37293,-1.96679,0.872584,0.714193,-0.949813,-2.02552,
3,0.123493,-0.21886,0.0800705,1.44301,-2.05693,0.679666,0.575441,-0.836747,-1.91105,
3,0.138161,-0.239822,0.0847848,1.49048,-2.1354,0.506871,0.253148,-0.711662,-1.61529,
3,0.15315,-0.261517,0.0878723,1.50738,-2.20364,0.354308,-0.0476868,-0.628504,-1.49856,
3,0.168228,-0.283888,0.0895283,1.50815,-2.2705,0.220562,-0.0756332,-0.683341,-1.23165,
3,0.183361,-0.306964,0.0899479,1.51852,-2.34478,0.107023,0.147878,-0.779795,-1.08659,
3,0.198698,-0.330824,0.0893133,1.54885,-2.42719,0.00972281,0.331323,-0.849014,-0.900598,
3,0.214363,-0.355525,0.0877971,1.58403,-2.51295,-0.0692807,0.246873,-0.84821,-0.713562,
3,0.230308,-0.381078,0.0855576,1.60501,-2.59764,-0.134955,0.0417925,-0.827171,-0.628851,
3,0.246376,-0.407464,0.0827076,1.6086,-2.67962,-0.191375,-0.107708,-0.792897,-0.524895,
3,0.262436,-0.434655,0.0793447,1.60341,-2.75859,-0.23753,-0.137354,-0.766016,-0.419554,
3,0.278441,-0.462626,0.0755743,1.59768,-2.83552,-0.272884,-0.118492,-0.751029,-0.304726,
3,0.294389,-0.49135,0.0715128,1.59185,-2.90946,-0.295744,-0.139579,-0.705119,-0.164799,
3,0.310256,-0.520783,0.0672896,1.58145,-2.97715,-0.305213,-0.211456,-0.623675,-0.0317409,
3,0.325994,-0.550857,0.0630332,1.56626,-3.03762,-0.302404,-0.23732,-0.558102,0.0855157,
3,0.341585,-0.581503,0.0588646,1.55188,-3.09152,-0.287633,-0.195002,-0.489548,0.212155,
3,0.357054,-0.612649,0.0549003,1.54191,-3.13774,-0.261566,-0.147234,-0.401512,0.315782,
3,0.372439,-0.644221,0.0512317,1.53511,-3.17654,-0.228487,-0.130485,-0.338282,0.35512,
3,0.387751,-0.67615,0.0479049,1.5273,-3.20932,-0.193197,-0.167971,-0.278761,0.360868,
3,0.402957,-0.708371,0.0449303,1.51383,-3.23492,-0.158045,-0.24581,-0.191921,0.352313,
3,0.418013,-0.740803,0.0423171,1.49741,-3.2514,-0.120921,-0.228031,-0.0927647,0.401051,
3,0.432913,-0.773335,0.0401317,1.48273,-3.25504,-0.0724819,-0.210364,0.0697513,0.583012,
3,0.447694,-0.805811,0.0385391,1.47343,-3.24013,-0.00236699,-0.118309,0.285546,0.842958,
3,0.4624,-0.838021,0.0377465,1.46769,-3.20197,0.0875097,-0.1378,0.543617,0.985904,
3,0.476991,-0.869686,0.0378863,1.45061,-3.13089,0.184118,-0.349416,0.956725,0.980188,
3,0.491333,-0.900425,0.0389826,1.41766,-3.01706,0.278822,-0.461451,1.41524,0.947108,
3,0.505305,-0.929815,0.0410033,1.37672,-2.86078,0.368983,-0.512348,1.82203,0.887533,
3,0.518847,-0.957439,0.0438695,1.33171,-2.66416,0.447927,-0.544388,2.23779,0.718451,
3,0.531915,-0.982946,0.0474035,1.28197,-2.43707,0.502556,-0.608773,2.44311,0.391803,
3,0.544443,-1.00612,0.0513001,1.22361,-2.1984,0.520424,-0.720265,2.47406,-0.0310186,
3,0.556358,-1.02692,0.0551679,1.15943,-1.96073,0.496807,-0.727114,2.42261,-0.453948,
3,0.567619,-1.04537,0.0586011,1.09277,-1.72928,0.433498,-0.771171,2.34726,-0.84023,
3,0.578173,-1.06154,0.0612074,1.0179,-1.50566,0.331442,-0.894252,2.26307,-1.24391,
3,0.587907,-1.07556,0.0626032,0.929024,-1.29754,0.191387,-1.0568,2.03116,-1.61495,
3,0.596649,-1.08752,0.0624646,0.819315,-1.09454,0.0245645,-1.319,2.15867,-1.7896,
3,0.604214,-1.09737,0.0606453,0.693647,-0.875869,-0.144752,-1.38214,2.35071,-1.6658,
3,0.610572,-1.10505,0.0573404,0.577939,-0.660033,-0.27256,-1.11594,2.10085,-0.943349,
3,0.616011,-1.11049,0.0530132,0.509896,-0.426827,-0.349197,-0.41038,2.70484,-0.622569,
3,0.620712,-1.11428,0.0478348,0.430279,-0.33237,-0.442809,-1.3519,-0.727882,-1.28941,
3,0.624638,-1.11792,0.0423208,0.355067,-0.39609,-0.416333,-0.320588,-0.519985,1.82571,
3,0.628082,-1.12209,0.0374949,0.333742,-0.436414,-0.305174,-0.253282,-0.250888,0.437032,
3,0.631082,-1.12633,0.0331933,0.266131,-0.41313,-0.31147,-1.26422,0.776823,-0.568869,
3,0.633355,-1.12968,0.0291578,0.188573,-0.255184,-0.251955,-0.456099,2.49451,1.77874,
3,0.634821,-1.13129,0.0261014,0.104645,-0.0685627,-0.115649,-1.39406,1.36144,0.996692,
3,0.635538,-1.13174,0.0239505,0.0386592,-0.0209863,-0.0708607,-0.090322,-0.340252,-0.0870589,
3,0.635944,-1.13198,0.022067,0.0426285,-0.025597,-0.0621823,0.0321455,0.29748,0.260501,
3,0.636265,-1.13211,0.0202752,0.0215375,-0.00191445,-0.0525023,-0.601237,0.236572,-0.0666383,
3,0.636415,-1.13204,0.0185341,0.00850884,0.0160663,-0.0520398,0.196516,0.181236,0.0725821,
3,0.636556,-1.13183,0.016823,0.0195538,0.0254752,-0.0465036,-0.110439,0.0618151,0.0367995,
3,0.636711,-1.13156,0.0151661,0.0114534,0.0293128,-0.041203,-0.193809,0.0676516,0.0677798,
3,0.636764,-1.13126,0.0135793,-0.000908272,0.0312267,-0.0324967,-0.197314,0.0225959,0.10623,
3,0.636696,-1.13095,0.012084,-0.0125334,0.0293452,-0.0228805,-0.178792,-0.00972818,0.0863324,
3,0.636521,-1.13068,0.0106756,-0.0225442,0.0262857,-0.0151381,-0.164403,-0.00141768,0.0680289,
3,0.636263,-1.13043,0.00933318,-0.0289921,0.0231618,-0.00967204,-0.106154,-0.0110433,0.0399226,
3,0.63597,-1.13022,0.00803655,-0.0295697,0.0195177,-0.00598335,-0.0447218,-0.0120217,0.0317935,
3,0.635689,-1.13004,0.00676971,-0.0266019,0.0151565,-0.00371128,-0.0338748,-0.0256641,0.0110416,
3,0.635448,-1.12992,0.00552069,-0.021643,0.00917051,-0.00242108,-0.00412655,-0.0451465,0.0117755,
3,0.635254,-1.12986,0.00428366,-0.0172179,0.00357459,-0.00131452,-0.0447593,-0.0177116,0.00729771,
3,0.635097,-1.12983,0.00305482,-0.014252,0.00126199,-0.000782051,-0.0338745,0.0217918,7.13458e-05,
3,0.63498,-1.12982,0.00183029,-0.00915241,0.00122805,-0.00045252,-0.00125959,0.0287441,0.00316032,
3,0.634917,-1.12981,0.000609237,-0.0034103,0.00125751,-8.58414e-05,-0.0207752,0.0230846,0.000828676,
4,0,0,0,0,0,0,0,0,0,
4,-1.39624e-06,-2.08474e-05,-0.000709107,-0.000279247,-0.00416947,0.00155976,0.0043935,-0.00436023,-0.00067939,
4,-1.8236e-06,-8.8809e-05,-0.00140159,0.000193774,-0.00942286,0.00332545,0.0153368,-0.0220983,0.00419849,
4,7.63904e-06,-0.000214686,-0.00207294,0.00169875,-0.0157525,0.00578537,0.0254324,-0.0263019,0.0134739,
4,3.26231e-05,-0.000404916,-0.00271599,0.00329807,-0.0222936,0.00898479,0.01726,-0.0264093,0.0192749,
4,7.18701e-05,-0.000661873,-0.00332443,0.00455133,-0.0290979,0.0127093,0.0183773,-0.0316681,0.0241792,
4,0.00012118,-0.000989243,-0.00389365,0.0053107,-0.036376,0.0168281,0.00719088,-0.0360683,0.0273134,
4,0.000177368,-0.00139228,-0.00441987,0.00592694,-0.0442312,0.0213074,0.0154592,-0.043435,0.0315281,
4,0.000247277,-0.00188486,-0.00489674,0.00805476,-0.0542856,0.0267002,0.0380079,-0.0809036,0.0459399,
4,0.000318786,-0.00248815,-0.00531435,0.00624704,-0.0663714,0.0331584,-0.0647759,-0.0848494,0.0532456,
4,0.000359138,-0.003212,-0.00566597,0.00182338,-0.0783987,0.0398991,-0.0153242,-0.0797107,0.0517007,
4,0.000370945,-0.00405256,-0.00594983,0.000538096,-0.0897134,0.0467111,-0.000792676,-0.0703219,0.0547002,
4,0.000377538,-0.00500313,-0.00616122,0.000780383,-0.100402,0.0543917,0.0158189,-0.0669423,0.0694081,
4,0.000393846,-0.00606078,-0.00629165,0.00248135,-0.111127,0.0629031,0.0289458,-0.0710811,0.0716374,
4,0.00043359,-0.00723093,-0.00633668,0.00546738,-0.122902,0.0714732,0.0420182,-0.0883301,0.0706053,
4,0.000503776,-0.00852466,-0.00629756,0.00856985,-0.135844,0.079731,0.0313196,-0.0948784,0.0652705,
4,0.000598002,-0.00995379,-0.00617528,0.0102752,-0.149982,0.0881055,0.0135353,-0.112708,0.0729861,
4,0.000703384,-0.0115318,-0.00596433,0.0108011,-0.165618,0.0974658,0.00727319,-0.125437,0.0853653,
4,0.000808626,-0.0132715,-0.00565723,0.0102474,-0.182323,0.107336,-0.00847662,-0.134478,0.0833932,
4,0.000906361,-0.0151821,-0.00524994,0.00929954,-0.199797,0.117502,-0.000760597,-0.141131,0.0913755,
4,0.00100597,-0.0172765,-0.00473792,0.0106213,-0.219078,0.128284,0.0377949,-0.171317,0.0959656,
4,0.00113949,-0.0195788,-0.00412033,0.0160841,-0.24139,0.138614,0.0836631,-0.202925,0.08216,
4,0.00134721,-0.0221194,-0.00340107,0.0254593,-0.266718,0.148618,0.117559,-0.232799,0.0893074,
4,0.00166633,-0.024931,-0.00257616,0.0383658,-0.295605,0.159746,0.155656,-0.275481,0.105089,
4,0.00212527,-0.0280615,-0.0016249,0.0534206,-0.330496,0.173887,0.161359,-0.355202,0.150735,
4,0.00274085,-0.0315849,-0.000530838,0.0696956,-0.374181,0.188307,0.180532,-0.454785,0.110758,
4,0.0035371,-0.0355901,0.000710928,0.089555,-0.426865,0.203428,0.234435,-0.53866,0.165046,
4,0.00456584,-0.0401714,0.00211429,0.116193,-0.489405,0.220626,0.318735,-0.655714,0.153099,
4,0.00589029,-0.0454261,0.00368865,0.148697,-0.56152,0.237628,0.354007,-0.733888,0.161043,
4,0.00755756,-0.051425,0.005444,0.184758,-0.638268,0.256823,0.391271,-0.75014,0.19783,
4,0.00961804,-0.0582095,0.00746518,0.227338,-0.718634,0.290793,0.486911,-0.807676,0.46224,
4,0.012113,-0.065861,0.00993493,0.271663,-0.811657,0.346539,0.42685,-1.00817,0.641803,
4,0.0148659,-0.0744521,0.0130242,0.278908,-0.906566,0.414702,-0.269053,-0.846129,0.715384,
4,0.0177026,-0.0839612,0.0168293,0.288431,-0.995264,0.489695,0.473275,-0.881542,0.781048,
4,0.0209892,-0.094402,0.0215137,0.36889,-1.09289,0.590556,1.17717,-1.02821,1.24275,
4,0.0252481,-0.105892,0.027344,0.482891,-1.2052,0.718887,1.1571,-1.1808,1.34111,
4,0.030628,-0.118592,0.034361,0.593092,-1.33461,0.827893,1.0997,-1.37687,0.848763,
4,0.0370964,-0.132599,0.042128,0.700587,-1.46691,0.868899,1.10192,-1.23975,-0.0452384,
4,0.0446139,-0.147856,0.0500432,0.802908,-1.58438,0.857525,0.994217,-1.07447,-0.219135,
4,0.0529865,-0.164273,0.0575955,0.871614,-1.69912,0.796307,0.416606,-1.18412,-1.06141,
4,0.0620445,-0.182018,0.0649175,0.939981,-1.84995,0.811477,0.987308,-1.81024,1.3382,
4,0.0718546,-0.201305,0.0724276,1.02204,-2.00736,0.833923,0.695703,-1.31844,-0.913052,
4,0.082395,-0.221931,0.0794757,1.08605,-2.1178,0.719075,0.619445,-0.852437,-1.46088,
4,0.0935186,-0.243509,0.0852551,1.13866,-2.19786,0.58018,0.463285,-0.699162,-1.40329,
4,0.105101,-0.265823,0.0896543,1.17776,-2.26494,0.443057,0.343871,-0.587667,-1.42477,
4,0.117012,-0.288762,0.0926785,1.20449,-2.32275,0.305146,0.2112,-0.510386,-1.41936,
4,0.129138,-0.31226,0.0943838,1.22066,-2.37697,0.179311,0.128583,-0.51422,-1.17857,
4,0.141416,-0.336304,0.0949307,1.23499,-2.43189,0.0734401,0.173567,-0.524921,-1.01234,
4,0.153867,-0.360908,0.094489,1.2551,-2.48881,-0.0184068,0.246523,-0.554776,-0.892654,
4,0.166554,-0.386087,0.0931869,1.28233,-2.5471,-0.09863,0.31878,-0.552974,-0.775364,
4,0.179537,-0.411847,0.0911347,1.31436,-2.60489,-0.168425,0.344285,-0.544708,-0.680057,
4,0.192834,-0.438175,0.0884317,1.34505,-2.66057,-0.228798,0.291348,-0.509758,-0.583258,
4,0.206409,-0.46504,0.0851661,1.36992,-2.71245,-0.280927,0.225756,-0.467318,-0.511999,
4,0.220203,-0.492404,0.0814099,1.38882,-2.76042,-0.326944,0.169735,-0.430089,-0.458649,
4,0.23416,-0.52023,0.0772256,1.40265,-2.80479,-0.366521,0.122318,-0.393752,-0.380691,
4,0.248238,-0.548481,0.0726954,1.41289,-2.84537,-0.396148,0.0966222,-0.352937,-0.255801,
4,0.26241,-0.577117,0.0679496,1.4216,-2.88176,-0.409636,0.0909659,-0.308344,-0.0516785,
4,0.276673,-0.606084,0.0631711,1.43092,-2.91179,-0.402673,0.109021,-0.223199,0.161169,
4,0.291033,-0.635318,0.0585484,1.44114,-2.93491,-0.378494,0.109502,-0.167426,0.299303,
4,0.305489,-0.664753,0.054216,1.45011,-2.9522,-0.344594,0.0834484,-0.104495,0.359352,
4,0.32002,-0.694338,0.050222,1.45596,-2.96475,-0.310838,0.0459166,-0.0707585,0.296348,
4,0.334584,-0.724038,0.046528,1.45695,-2.97516,-0.284575,-0.0155441,-0.0609025,0.206622,
4,0.349127,-0.753822,0.0430828,1.45163,-2.98175,-0.261095,-0.0828809,0.00729951,0.239595,
4,0.363614,-0.783642,0.0398942,1.44573,-2.98209,-0.233234,-0.0273979,0.066406,0.295925,
4,0.378011,-0.813421,0.0370391,1.43357,-2.97376,-0.194411,-0.210332,0.18401,0.463097,
4,0.392258,-0.843047,0.034685,1.41595,-2.95154,-0.13302,-0.138786,0.349766,0.756019,
4,0.406389,-0.87237,0.0330662,1.41019,-2.91302,-0.0473538,0.0313248,0.516035,0.958018,
4,0.420464,-0.9012,0.0323573,1.40485,-2.85295,0.0489529,-0.130058,0.789403,0.972942,
4,0.434394,-0.929269,0.0325994,1.38112,-2.7609,0.142852,-0.343609,1.16781,0.908932,
4,0.448013,-0.95623,0.0337551,1.34275,-2.63116,0.231655,-0.428577,1.55793,0.869046,
4,0.461201,-0.98173,0.0357526,1.29482,-2.46897,0.311236,-0.538539,1.82928,0.720919,
4,0.473856,-1.00551,0.0384316,1.23616,-2.28798,0.367947,-0.647265,1.94143,0.40279,
4,0.485871,-1.02749,0.0414894,1.1669,-2.10791,0.387,-0.754701,1.81026,-0.0468259,
4,0.497152,-1.04769,0.0445406,1.08915,-1.93166,0.366612,-0.820365,1.8636,-0.401303,
4,0.507621,-1.06606,0.0472367,1.00481,-1.74232,0.315987,-0.888908,2.07719,-0.663288,
4,0.517199,-1.0824,0.0493082,0.910734,-1.5257,0.24169,-1.01906,2.4198,-0.883908,
4,0.525794,-1.0965,0.0505128,0.808184,-1.29402,0.142616,-1.06157,2.38419,-1.16843,
4,0.533342,-1.10834,0.0506116,0.70155,-1.07301,0.0205344,-1.10233,2.2024,-1.35297,
4,0.53982,-1.11805,0.0494349,0.594042,-0.868863,-0.11251,-1.0794,2.04018,-1.39193,
4,0.545331,-1.12577,0.0470473,0.508004,-0.676627,-0.22162,-0.664599,1.95965,-0.865018,
4,0.550114,-1.1316,0.0435485,0.448677,-0.488506,-0.334757,-0.534823,1.95628,-1.47403,
4,0.55414,-1.13601,0.0386634,0.356515,-0.393531,-0.498885,-1.33403,0.0606677,-1.90459,
4,0.557202,-1.13994,0.0327906,0.255977,-0.392906,-0.532294,-0.705591,0.0327172,1.191,
4,0.559625,-1.14385,0.0274871,0.228615,-0.38988,-0.38502,0.157836,0.109624,1.77904,
4,0.561695,-1.14763,0.0233721,0.185343,-0.365814,-0.294591,-1.02996,0.461657,0.0321006,
4,0.563173,-1.1509,0.0198673,0.110163,-0.286678,-0.263001,-0.492688,1.23235,0.579452,
4,0.564087,-1.15295,0.0170745,0.0727835,-0.123883,-0.152183,-0.259286,2.16727,1.64736,
4,0.564625,-1.15369,0.0152617,0.0347718,-0.0242402,-0.0669814,-0.505587,-0.0551863,0.0571904,
4,0.56498,-1.15394,0.0139562,0.0362594,-0.0261213,-0.050736,0.546002,0.0974818,0.241532,
4,0.56539,-1.15412,0.0127944,0.0457202,-0.00909457,-0.0382536,-0.343035,0.330292,-0.0195269,
4,0.56573,-1.15409,0.0116947,0.0222467,0.0141287,-0.0382982,-0.12544,0.223815,-0.0138612,
4,0.565952,-1.15389,0.0106056,0.0221123,0.0265871,-0.0361379,0.132786,0.110822,0.0254251,
4,0.566165,-1.1536,0.0095484,0.0204421,0.0304568,-0.0319268,-0.156749,0.0487155,0.0279486,
4,0.566314,-1.15329,0.00853839,0.0093512,0.0313024,-0.0266927,-0.0592795,0.049167,0.0462818,
4,0.56636,-1.15299,0.0075878,-2.46885e-05,0.0301222,-0.0200441,-0.121784,0.00741598,0.056787,
4,0.566294,-1.1527,0.00670458,-0.0131667,0.0269738,-0.0132201,-0.13606,0.00904234,0.0498581,
4,0.566114,-1.15245,0.00588325,-0.0229534,0.0229429,-0.00766453,-0.0533794,-0.0105786,0.0309264,
4,0.565873,-1.15224,0.00510767,-0.0250905,0.0186392,-0.00406936,0.0198968,0.00348176,0.00989087,
4,0.565636,-1.15207,0.00435933,-0.02237,0.0156859,-0.00221828,0.045653,0.0169537,-0.00463099,
4,0.565438,-1.15193,0.00362497,-0.0173176,0.0130686,-0.00127309,0.0674379,0.0103292,-0.00857781,
4,0.565292,-1.15181,0.0028979,-0.0117762,0.0102581,-0.000759623,0.0556237,0.0130168,-0.0134327,
4,0.565201,-1.15172,0.00217358,-0.00650327,0.00763119,-0.000723432,0.0619644,0.0140724,-0.0183082,
4,0.565159,-1.15166,0.00144743,-0.0019093,0.00538285,-0.00112463,0.0417812,0.0207342,-0.0223498,
4,0.565152,-1.15161,0.000716937,0.000495508,0.00395527,-0.00159282,0.0173331,0.0308056,-0.0196741,
5,0,0,0,0,0,0,0,0,0,
5,1.86223e-06,-1.88657e-05,-0.000776795,0.000372446,-0.00377314,0.00165831,-0.0159078,0.0105468,0.00430166,
5,4.62839e-06,-7.84131e-05,-0.00153612,0.000180785,-0.00813635,0.00349327,-0.0115006,-0.0120298,0.00360136,
5,7.42602e-06,-0.000187522,-0.00227633,0.000378742,-0.0136853,0.00548296,-0.00796455,-0.0136282,0.00745627,
5,1.69997e-05,-0.00035362,-0.00299485,0.00153599,-0.0195344,0.0078299,0.0080568,-0.018148,0.0108846,
5,4.5623e-05,-0.000578766,-0.00368916,0.00418867,-0.0254946,0.0103259,0.0225234,-0.0158937,0.0104946,
5,0.000100896,-0.000864089,-0.00435636,0.00686597,-0.0315701,0.0132498,0.00855868,-0.0204968,0.0196104,
5,0.000176617,-0.00121185,-0.00498986,0.00827825,-0.0379825,0.0170678,-0.00326706,-0.0227648,0.028721,
5,0.00026082,-0.00162471,-0.00558116,0.00856233,-0.0445893,0.0216904,-0.0144423,-0.0244587,0.0360147,
5,0.000347479,-0.00210487,-0.0061219,0.00876945,-0.051443,0.0271788,-0.00483631,-0.0277996,0.0463716,
5,0.000435877,-0.00265648,-0.00660325,0.00891006,-0.0588788,0.0335683,-0.0157979,-0.036326,0.0543868,
5,0.000544305,-0.00331108,-0.00701602,0.0127756,-0.0720402,0.0408952,0.0711045,-0.144527,0.0654827,
5,0.000688113,-0.00411327,-0.0073488,0.0159861,-0.088399,0.0495663,-0.0291517,-0.101514,0.0817914,
5,0.000843775,-0.00506657,-0.00758915,0.0151463,-0.10226,0.0593799,-0.0114697,-0.0936081,0.0887755,
5,0.000993569,-0.0061624,-0.0077283,0.0148125,-0.116907,0.0698073,-0.018836,-0.117529,0.0943048,
5,0.00114228,-0.00741123,-0.00775785,0.0149303,-0.132859,0.0812991,-0.00226397,-0.120218,0.110474,
5,0.00130171,-0.00882365,-0.00766961,0.0169559,-0.149624,0.0933677,0.0200594,-0.134114,0.106065,
5,0.00147978,-0.01041,-0.00746302,0.0186567,-0.167641,0.104966,-0.00888462,-0.145726,0.100883,
5,0.00166279,-0.0121794,-0.00713999,0.0179458,-0.18624,0.116659,-0.0291107,-0.145988,0.108008,
5,0.00183182,-0.014139,-0.00669443,0.0158599,-0.205685,0.12947,-0.0369161,-0.162979,0.123661,
5,0.001994,-0.0163094,-0.00611643,0.0165761,-0.22839,0.143146,0.0280154,-0.212443,0.125655,
5,0.00218764,-0.0187274,-0.00540364,0.0221514,-0.255207,0.156431,0.0621507,-0.246806,0.115675,
5,0.00245951,-0.0214277,-0.00455403,0.032224,-0.284859,0.170507,0.119701,-0.270245,0.141794,
5,0.00286157,-0.0244484,-0.00355077,0.0481879,-0.319282,0.187163,0.18226,-0.344081,0.168278,
5,0.00344685,-0.0278575,-0.0023742,0.0688679,-0.362546,0.205167,0.21585,-0.450499,0.169271,
5,0.00426076,-0.031739,-0.0010209,0.0939133,-0.413752,0.22251,0.271258,-0.505985,0.154792,
5,0.00535895,-0.0361735,0.000497515,0.125724,-0.473148,0.23819,0.353785,-0.617474,0.135384,
5,0.0067989,-0.0412503,0.00217726,0.162266,-0.542197,0.254775,0.367693,-0.702762,0.173225,
5,0.0086213,-0.0470543,0.00401926,0.202216,-0.618612,0.270642,0.423287,-0.767668,0.120763,
5,0.0108485,-0.053636,0.006078,0.243229,-0.69773,0.298123,0.389352,-0.757883,0.409994,
5,0.0134982,-0.0610654,0.0085341,0.286705,-0.788145,0.350115,0.473511,-0.99796,0.620467,
5,0.0164244,-0.0694353,0.0115879,0.298542,-0.885838,0.417661,-0.255681,-0.906283,0.727121,
5,0.0194581,-0.0787581,0.0153182,0.308191,-0.978722,0.485422,0.428896,-0.899904,0.624833,
5,0.0229614,-0.0890206,0.0198077,0.392477,-1.07377,0.569482,1.26597,-0.950348,1.05942,
5,0.0274776,-0.100254,0.0252622,0.510751,-1.17288,0.67845,1.12183,-0.982808,1.13265,
5,0.0330929,-0.112546,0.0317753,0.612314,-1.28552,0.781172,0.925277,-1.22614,0.932078,
5,0.039723,-0.126062,0.0391266,0.713716,-1.41766,0.84611,1.11853,-1.38047,0.362322,
5,0.0473843,-0.140826,0.0469118,0.818528,-1.53516,0.867945,0.994815,-0.927573,0.0533245,
5,0.0559895,-0.156694,0.0545954,0.90252,-1.63838,0.825808,0.694058,-1.08916,-0.941896,
5,0.0653164,-0.173691,0.0619378,0.962849,-1.76117,0.799691,0.512376,-1.32684,0.379932,
5,0.0753144,-0.192065,0.0692663,1.03675,-1.9136,0.823012,0.970857,-1.69342,0.0660179,
5,0.0860814,-0.211873,0.0763032,1.11664,-2.04805,0.741396,0.634397,-0.96012,-1.75947,
5,0.0975321,-0.232783,0.0821031,1.1735,-2.13382,0.5756,0.501152,-0.700912,-1.65018,
5,0.109455,-0.254455,0.0863199,1.21101,-2.20056,0.424774,0.240261,-0.572257,-1.45427,
5,0.121652,-0.276737,0.0890853,1.2284,-2.25599,0.285319,0.0907416,-0.470486,-1.41835,
5,0.133955,-0.299556,0.0905186,1.23229,-2.30771,0.15835,-0.0349664,-0.496462,-1.19972,
5,0.146297,-0.32292,0.0907812,1.23612,-2.36511,0.0512015,0.0894585,-0.586214,-1.01427,
5,0.158739,-0.346897,0.090049,1.25231,-2.43038,-0.0406446,0.217151,-0.656953,-0.887741,
5,0.171388,-0.371557,0.0884727,1.2774,-2.50159,-0.117594,0.270927,-0.707501,-0.710555,
5,0.184289,-0.396938,0.0862055,1.30275,-2.57451,-0.178822,0.222307,-0.691576,-0.567237,
5,0.197413,-0.423028,0.0833911,1.3221,-2.64357,-0.227049,0.14872,-0.628923,-0.445484,
