Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
,-6.422742292,-7.100092997,-1.095896375,-0.353405607,0.426101019,0.821910296,,,
,-6.654446424,-6.60820873,-0.066233921,-0.366008257,0.422283996,0.821412742,,,
,-4.327722114,-6.360404484,1.713602174,-0.358208053,0.401352192,0.842958919,,,
,-0.826835394,-4.736699388,3.574225318,-0.364522528,0.399810092,0.84776371,,,
,3.058334119,-2.898020528,4.206369653,-0.36137788,0.388236799,0.846114781,,,
,4.918785375,-1.640320872,5.629482224,-0.336936391,0.404381448,0.840925178,,,
,10.02825111,2.979552422,5.785842407,-0.325126707,0.404341081,0.842210499,,,
,14.55009132,5.718978232,7.567511967,-0.345615087,0.405925688,0.847344648,,,
,18.43176579,2.606499602,9.3997737,-0.37238369,0.42450683,0.850323242,,,
,17.39488407,1.168375536,8.913790898,-0.356602956,0.4707263,0.853940469,,,
,15.04363716,1.412570148,8.316826171,-0.340017329,0.471514475,0.836462895,,,
,14.52258935,1.951666138,7.542874781,-0.343935168,0.4707842,0.828777676,,,
,13.28144817,1.518968411,6.545928218,-0.351800612,0.468510907,0.824288583,,,
,11.7958259,1.760240938,5.910632615,-0.356507441,0.466240265,0.816618349,,,
,9.07232832,2.834021142,4.13188514,-0.336019776,0.468506422,0.813046381,,,
,7.227977177,2.871664469,3.439809419,-0.345443731,0.478587971,0.806285117,,,
,4.886126781,1.961349124,3.3491102,-0.362014067,0.461643119,0.812848216,,,
,4.66078248,0.71516592,2.564329908,-0.351762283,0.460091335,0.807170234,,,
,4.858223736,1.661978676,2.007414931,-0.324219266,0.472305097,0.819003364,,,
,3.935131433,1.605255855,1.636195576,-0.343884404,0.47701998,0.811687666,,,
,2.961103181,0.838179958,1.410965866,-0.345452294,0.470871662,0.807047503,,,
,2.709059047,-0.019767044,1.606516362,-0.362810296,0.453929154,0.813628644,,,
,2.31165552,-0.962339913,2.36568544,-0.365956779,0.458566361,0.81370948,,,
,2.007816001,-2.220096865,2.815686493,-0.369096636,0.47091682,0.813805199,,,
,1.40535088,-3.320003944,3.465477928,-0.354934659,0.458528236,0.815012742,,,
,2.107281475,-2.93423146,2.911599628,-0.33130683,0.470786035,0.818384608,,,
,1.186309115,-0.869692637,2.04081837,-0.331307543,0.472325688,0.819164934,,,
,1.279987714,-1.438697024,1.780466348,-0.326583588,0.475391335,0.820617941,,,
,2.793856801,-0.552675089,0.934494164,-0.33446157,0.475411315,0.821574822,,,
,2.290570673,1.279128278,0.787129419,-0.337573394,0.464689908,0.803746483,,,
,2.926668418,2.267251291,1.57368588,-0.347127217,0.446081142,0.836575229,,,
,7.018618399,5.172662974,2.116677983,-0.355806626,0.461491641,0.847685729,,,
,9.688200654,8.338713159,2.743551106,-0.340834964,0.479948216,0.850489806,,,
,13.48009264,15.53575061,2.183312974,-0.328355963,0.513634251,0.907015392,,,
,22.54955617,33.21654062,-2.458447307,-0.198002752,0.421023547,1.019682671,,,
,34.62933995,62.38479065,-1.305312449,-0.188782263,0.315122018,1.072122732,,,
,48.03935985,90.03412956,2.025405806,-0.098975535,0.447399694,1.104536188,,,
,109.0162786,93.45686484,-6.408189164,-0.403788277,0.257206932,1.055923649,,,
,115.8930327,80.78979931,0.874791962,-0.612465036,0.569105708,1.147573904,,,
,102.2355523,91.47248281,2.485891986,-0.933189195,0.467683282,0.891954027,,,
,163.8101233,15.04335069,37.3126159,-1.325653313,1.05860316,1.181892661,,,
,118.6455792,-21.55604735,35.23770654,-0.73928736,1.75195158,0.946013965,,,
,40.42520912,10.32727778,8.690795724,-0.408931193,1.195270133,0.626465647,,,
,27.35226029,28.05482114,-26.54416062,-0.7401579,0.572354332,0.598595923,,,
,51.4883366,1.697330172,-56.59350514,-0.967338022,0.448475229,0.696810907,,,
,56.65120199,-19.94947369,-85.59061268,-0.778800917,0.585490724,0.62282212,,,
,44.11373952,-18.50888591,-107.8189687,-0.583891947,0.650171764,0.498798165,,,
,34.09912481,-12.7977572,-116.9193147,-0.497069929,0.607044139,0.412783996,,,
,32.17954431,-6.542433175,-112.328433,-0.430824465,0.55921213,0.362986442,,,
,32.77530583,-0.912377993,-97.93510296,-0.349575127,0.565320999,0.3152842,,,
,29.08287931,6.263631912,-76.751249,-0.243108665,0.575999286,0.263129562,,,
,24.49480518,16.83046334,-53.13536108,-0.1879263,0.56050367,0.237744241,,,
,20.34922635,22.50498005,-29.60083316,-0.186478084,0.527960958,0.274958818,,,
,15.57448256,18.01092829,-7.331739834,-0.235522018,0.510849847,0.350665953,,,
,6.122512407,8.475764663,11.22859769,-0.212783588,0.469036493,0.374939857,,,
,-5.834314636,2.679093354,25.25076569,-0.164821611,0.339353721,0.362710092,,,
,-14.97505412,-0.761919276,31.71819869,-0.109730581,0.19430051,0.330077472,,,
,-19.52009912,-3.845177059,33.73117131,-0.084609276,0.090877166,0.326970438,,,
,-23.37891258,-5.394340345,34.33380832,-0.065745566,0.101552701,0.344439551,,,
,-33.17127696,-4.694930765,37.85618096,-0.035856575,0.147633129,0.37338634,,,
,-43.02907312,-4.508490298,43.01377515,0.003368909,0.13189052,0.425318858,,,
,-49.65160579,-11.44689461,48.48237082,-0.090723547,0.184793884,0.583031193,,,
,-61.76788699,-28.88389107,51.52815716,-0.122503874,0.239188787,0.705123751,,,
,-75.44393119,-42.51936986,52.20842995,-0.082420795,0.232788685,0.733735474,,,
,-83.55701357,-51.00304134,50.33640495,-0.066646075,0.274377064,0.738121101,,,
,-86.45090881,-55.61334624,49.08288789,-0.088715902,0.319870133,0.759700917,,,
,-80.94180501,-58.28327227,50.63159281,-0.11712895,0.329882467,0.786019776,,,
,-65.48838843,-54.64206819,49.9949794,-0.069779511,0.328338226,0.749180632,,,
,-47.90351156,-31.7194592,39.2444577,0.10059317,0.333597044,0.652028542,,,
,-25.63046482,12.10917652,23.27348834,0.24958369,0.395759735,0.617660754,,,
,-223.7952521,253.8940429,-40.41243216,-7.078848114,8.037138634,5.856924057,,,
,-185.7244412,-166.7630905,14.64772333,1.014028033,-2.192065138,-1.002220591,,,
,-92.51841726,-85.0228115,-6.468235141,-1.919768705,0.371920795,0.485179817,,,
,-45.5163402,-49.61041013,-5.696690174,-0.302683078,0.85711682,1.431791947,,,
,-25.18052107,-16.33869367,-6.074842319,0.722054944,-0.136069419,1.355182467,,,
,3.218132048,21.65196049,-5.516838722,-0.420026096,0.502672681,1.021795005,,,
,6.4009126,3.368877244,5.535803625,-0.678194495,0.079165647,0.83096789,,,
,17.14685064,-0.286765376,17.02945159,-0.624312538,0.262829867,0.766358818,,,
,16.87927935,-11.09733305,18.64427584,-0.382904485,0.56393262,0.705477574,,,
,6.515847934,-12.74057601,11.17330726,-0.165755352,0.604578491,0.798548522,,,
,-0.321830394,-9.253497574,5.869035879,-0.28392528,0.597173802,0.810555861,,,
,-3.211714921,-9.661959187,0.576739317,-0.288749337,0.532333333,0.826862691,,,
,-7.91472439,-2.298477491,-5.502171002,-0.250964016,0.524492049,0.830649745,,,
,-11.0696019,3.816701056,-7.503627172,-0.290361162,0.48683211,0.826033028,,,
,-10.35076905,5.533626385,-8.044155556,-0.362914271,0.446076758,0.850149541,,,
,-11.35694023,5.653202677,-7.493428524,-0.334570031,0.447522018,0.853392762,,,
,-8.505558469,4.881600415,-7.41120908,-0.353560449,0.397375229,0.870828542,,,
,-4.288359913,4.69676423,-4.730110373,-0.375591131,0.403633843,0.865124567,,,
,-0.378553215,5.368557245,-2.356804594,-0.383425994,0.398322528,0.848191743,,,
,3.193895933,6.498028946,-1.52807844,-0.326650663,0.447561162,0.836888583,,,
,2.972447745,8.246123179,-2.698745807,-0.318704179,0.474602956,0.818882059,,,
,2.359096426,7.382102824,-2.866450553,-0.375431804,0.440070031,0.816998573,,,
,3.174186185,4.146037197,-2.006899269,-0.378605708,0.424637717,0.820927319,,,
,3.410760459,3.792751421,-0.207353426,-0.378619776,0.415372783,0.823241386,,,
,3.376955949,3.319832057,0.921144247,-0.387247706,0.423152803,0.812570948,,,
,3.180603312,1.665874789,1.780179869,-0.381729562,0.43392946,0.814020795,,,
,1.938316221,0.45464201,3.707266118,-0.361242406,0.447750866,0.814358104,,,
,2.750197417,-0.560581907,3.865918131,-0.376997655,0.446251172,0.815491743,,,
,3.355298144,-0.926816529,3.714771865,-0.347081549,0.443835168,0.818691539,,,
,4.913571459,-1.33923155,5.428717813,-0.346344444,0.430664016,0.833417941,,,
,8.536440894,-0.674829691,5.89522005,-0.359749643,0.421435168,0.836814781,,,
,9.637551185,-1.479949985,7.962165296,-0.366028033,0.430730173,0.831534862,,,
,9.02018916,-2.0404173,7.899311826,-0.353393476,0.462327115,0.828976758,,,
,6.538250583,-2.549146526,5.959104844,-0.347048216,0.470846687,0.814856983,,,
,5.305990253,-1.859305341,5.072796431,-0.347061774,0.46466422,0.817954536,,,
,3.968993238,-2.385337893,4.38180933,-0.34549419,0.465419062,0.821029562,,,
,3.457685702,-2.138622266,4.01689251,-0.367571458,0.446188175,0.824604485,,,
,3.66446617,-2.991985606,4.475831704,-0.356541488,0.455406116,0.825925688,,,
,3.467884351,-0.960162673,4.3333371,-0.337636697,0.458436391,0.825500612,,,
,2.211559793,-0.807182942,2.51814951,-0.332864628,0.469274516,0.811421305,,,
,-0.289229095,-0.813714661,1.970172674,-0.347036188,0.463159939,0.807845872,,,
,-0.048013863,-0.739000964,1.150384661,-0.343923445,0.455393068,0.81941947,,,
,-0.700326313,0.436937615,1.253058698,-0.339216004,0.458435066,0.827091233,,,
,0.361937439,0.675631832,0.858405369,-0.343171967,0.459191233,0.834178797,,,
,1.482012633,1.736234007,0.727427217,-0.331348828,0.467644444,0.83314842,,,
,2.094790995,3.503636917,0.285791348,-0.342391845,0.442999796,0.83179735,,,
,8.127234437,5.444817927,1.159265507,-0.387437819,0.47218685,0.899730785,,,
,15.40081905,13.78708342,2.088144684,-0.255938532,0.516446279,0.921693578,,,
,21.86097549,19.85092495,2.584841797,-0.402537615,0.385752192,0.923225382,,,
,29.39915202,25.78166839,2.584956389,-0.351957594,0.502954638,0.894318247,,,
,33.02379762,33.20783166,3.036447131,-0.30657737,0.342150255,0.954376962,,,
,61.57921199,30.51607594,8.095435279,-0.388617941,0.385343935,1.019294699,,,
,68.55795253,32.2719624,5.566571459,-0.154134455,0.417475331,1.106512436,,,
,100.6843836,36.24840409,19.11639306,-0.902682671,0.668012334,1.3300579,,,
,185.5674507,-50.26690517,28.73893275,-1.646229664,0.183198063,1.213916718,,,
,192.295866,-83.68501235,13.76966551,-0.619578389,1.912965953,0.701076758,,,
,62.23524866,-0.951052644,-30.85561073,-0.263530275,1.92587788,0.67588369,,,
,8.943126337,44.87416911,-59.61029982,-0.651723038,0.924490724,0.625252396,,,
,47.56437784,25.47364628,-80.3827128,-0.973027829,0.34038318,0.728599083,,,
,83.2973491,2.224279456,-96.47623783,-0.693020693,0.574359021,0.642609582,,,
,67.05193296,18.25191434,-108.1487632,-0.374379409,0.836017125,0.548797554,,,
,41.85874953,40.89904522,-108.0756538,-0.320865953,0.712536391,0.52401631,,,
,39.34524097,45.85782305,-92.81354782,-0.355716718,0.485859021,0.525921814,,,
,45.93838091,41.21308339,-70.70539834,-0.302124159,0.44569419,0.498192559,,,
,39.32106216,39.92163652,-48.64950261,-0.194855963,0.463323955,0.442923955,,,
,24.99620055,42.60972531,-27.29255809,-0.12550265,0.34839735,0.387482875,,,
,16.56925189,44.34945436,-11.31488513,-0.084551478,0.171081142,0.33101264,,,
,14.2068323,44.73488307,-2.25395867,-0.054661162,0.038430887,0.302088073,,,
,10.88230199,44.76679682,1.810489337,-0.038979613,0.004387156,0.317210296,,,
,2.90587005,42.56864423,2.404531979,-0.026496432,0.038079001,0.372181244,,,
,-9.322882763,37.2950261,1.83610055,-0.034542712,0.047103568,0.439231702,,,
,-18.65894356,25.18705279,2.850923397,-0.067778899,0.059301529,0.502976045,,,
,-25.24704147,8.288693943,5.721499246,-0.085171662,0.137838838,0.553274618,,,
,-36.07789185,-8.314763523,12.70287539,-0.110430071,0.233362487,0.605340367,,,
,-45.34439557,-25.01413412,21.66038297,-0.162496636,0.3227579,0.667333231,,,
,-57.76990209,-43.71965915,31.17847245,-0.211284404,0.441602854,0.690443017,,,
,-71.22375326,-54.4029729,38.26498635,-0.173292355,0.474887971,0.629788481,,,
,-76.44019021,-57.14434677,42.84939355,-0.175573802,0.434179817,0.586231091,,,
,-71.90053101,-57.45861412,46.35652551,-0.200014169,0.438837513,0.597679817,,,
,-65.2187545,-54.13299519,49.3039923,-0.204780938,0.465756269,0.621938022,,,
,-60.53774661,-46.61716401,47.52386973,-0.196918858,0.478810499,0.63111213,,,
,-55.84321691,-27.00499057,38.41790878,-0.084044241,0.362507951,0.497721814,,,
,-31.91976525,17.69998409,18.02932024,0.134448522,0.107341692,0.287029154,,,
,105.27114,105.8249037,6.135346662,-1.217226606,3.573808665,-0.281677574,,,
,-446.9997848,-361.8347079,23.00820888,-2.083977064,0.004832518,1.404662691,,,
,-22.23992978,-50.40389938,18.43909965,-2.331625994,1.220335474,1.634223344,,,
,-101.469565,-126.6107812,15.34793505,0.257410499,0.414570133,0.937774006,,,
,-51.01152112,-93.04456441,7.984567946,0.345351682,0.109678695,1.530597757,,,
,-56.74505248,-26.13959512,-13.97862322,-0.223489806,0.4569,1.138486239,,,
,-22.94380843,-11.79668534,-6.164567509,-0.420601019,0.088917737,1.104948624,,,
,4.489983762,-7.919881011,9.742058686,-0.541339653,0.244907136,0.950988379,,,
,17.0904143,-15.2536262,17.7284601,-0.503243425,0.296060143,0.856941794,,,
,19.20210755,-16.4169597,18.72643798,-0.252427829,0.550849337,0.797310092,,,
,13.84552512,-13.02327339,14.20568639,-0.242956677,0.564717635,0.794012029,,,
,12.55637008,-10.30212493,9.836424835,-0.227196126,0.555439348,0.787416004,,,
,9.103153449,-5.374172231,5.713019471,-0.25089735,0.532291233,0.808121305,,,
,10.53789706,-1.778059926,5.093594799,-0.307640979,0.498505912,0.812458104,,,
,10.80541106,2.688317975,4.719625246,-0.2761316,0.522304791,0.817227523,,,
,7.756645335,3.712823808,4.431542066,-0.320236493,0.520122222,0.817451478,,,
,9.821241454,0.825574887,6.650493015,-0.384826606,0.477157085,0.807957492,,,
,11.05481959,-1.234265682,7.831473623,-0.354944852,0.470840061,0.822810194,,,
,10.44009317,-0.887912695,7.565678502,-0.309267686,0.476865749,0.824889908,,,
,10.86700402,1.672864874,7.955060619,-0.350207747,0.489332416,0.824293068,,,
,12.10419179,1.3969284,9.050097557,-0.346235576,0.495533028,0.813332212,,,
,10.65707229,1.211290075,7.845339201,-0.336001019,0.495497248,0.814653415,,,
,11.48144396,0.173720803,8.929318054,-0.334349439,0.50253527,0.788200714,,,
,9.839576103,0.354718171,8.033441246,-0.328068807,0.503258716,0.79583211,,,
,7.133095366,0.400382907,7.584757996,-0.302811417,0.518671152,0.779740163,,,
,4.798865309,2.152774324,4.686336398,-0.296496942,0.52021315,0.77493527,,,
,1.321813633,2.99043862,3.358965074,-0.298856473,0.509439144,0.770304077,,,
,-2.608676841,3.092195925,-0.347899973,-0.283927115,0.487774516,0.776139857,,,
,-7.419975334,5.073827755,-2.710892512,-0.294991539,0.506241692,0.796638532,,,
,-9.272691661,5.600433264,-4.118764406,-0.328067992,0.499407951,0.794269929,,,
,-6.411569615,1.824240324,-2.40791243,-0.350949032,0.534083894,0.821288277,,,
,-6.481183987,-1.080712993,-2.434211193,-0.317019878,0.520207747,0.792504179,,,
,-8.345703244,-0.727484512,-4.36089637,-0.301278389,0.520147095,0.796031702,,,
,-8.288120985,0.085542599,-4.457382463,-0.326526707,0.486258104,0.802759531,,,
,-8.904910052,0.631685969,-4.925087911,-0.307629867,0.49698104,0.807790928,,,
,-9.521355344,1.330236113,-5.493691227,-0.317083384,0.489301121,0.806436799,,,
,-8.51002754,1.821833901,-5.939165913,-0.315519062,0.486199388,0.809504383,,,
,-10.40502815,3.622181885,-7.18666692,-0.301352701,0.483832212,0.812286035,,,
,-9.951933127,4.018153017,-7.586992532,-0.329709276,0.480058104,0.812925076,,,
,-10.26350758,4.412519868,-8.05103105,-0.331285729,0.478520082,0.812958002,,,
,-8.315107298,5.237865572,-7.352710089,-0.288766769,0.475298981,0.815091641,,,
,-5.016761158,6.459583478,-5.49460796,-0.351803874,0.46465423,0.824281142,,,
,-1.019922171,5.536777653,-3.645902338,-0.378591131,0.453933639,0.824870846,,,
,2.465093618,5.166532326,-2.006555494,-0.370717227,0.466234251,0.829379307,,,
,4.824934889,4.589048164,-0.590375712,-0.350222018,0.484689602,0.828170846,,,
,8.902274446,7.558631121,-1.079681669,-0.318051988,0.490585627,0.874865341,,,
,15.25620451,14.32320003,-0.377292708,-0.262254638,0.520294699,0.928840979,,,
,23.15425583,26.52353414,-0.123930771,-0.257599694,0.522491335,0.95594526,,,
,31.88561696,42.55735697,-0.768336403,-0.232699083,0.366365647,1.018812029,,,
,44.86970004,62.39659358,1.562971569,-0.352787768,0.185905607,1.104369725,,,
,46.82027755,93.63155967,5.999441073,-0.206166769,0.39367105,1.119311927,,,
,120.244246,81.87303332,21.81932146,-0.535093986,0.628468909,1.094623242,,,
,100.2728281,113.8150866,16.8649554,-0.597982365,1.356021713,0.693275739,,,
,171.336898,76.70856364,48.25015103,-1.13721631,0.821832008,1.025556167,,,
,190.3731342,1.028344651,75.59799955,-0.80302895,1.946354027,0.989822834,,,
,81.65164243,37.29863573,52.95505126,-0.223480734,1.957949745,0.729445566,,,
,32.70855624,85.4300699,20.51223284,-0.446840877,0.934834862,0.583290316,,,
,59.82934159,62.68209845,-6.599442476,-1.008658206,0.344839246,0.801710703,,,
,82.09430962,18.35304139,-34.40055791,-0.914027013,0.46183629,0.792009072,,,
,62.03139028,11.0343077,-67.24186847,-0.617380836,0.571872069,0.628443119,,,
,38.31489097,19.31119871,-92.24970006,-0.544762997,0.452476962,0.528611825,,,
,31.60120071,18.10317449,-105.8336126,-0.535288787,0.309188277,0.47370316,,,
,32.05492599,11.98530305,-109.1702324,-0.445336799,0.319950255,0.412597248,,,
,26.43592889,10.02590198,-103.7635734,-0.320676351,0.39000999,0.34926157,,,
,14.69138271,13.51893918,-90.68678579,-0.218138022,0.429218349,0.302693476,,,
,2.667405015,17.46014396,-71.34138149,-0.129841284,0.392106014,0.256300714,,,
,-2.203652976,21.22407561,-50.35691684,-0.074698267,0.318003772,0.226914985,,,
,-0.965663068,22.09628926,-28.38106331,-0.068470846,0.26087105,0.235988991,,,
,0.158652013,18.50286985,-5.922492841,-0.085924465,0.250725586,0.28067421,,,
,-5.332403608,10.97426172,11.99767893,-0.106517941,0.311480938,0.344225382,,,
,-20.79137788,1.887895935,24.51852563,-0.114530377,0.306686544,0.394146993,,,
,-35.58944533,-8.274140815,31.94423054,-0.106745872,0.235656371,0.405490214,,,
,-44.63003179,-16.89835884,36.99330652,-0.111543119,0.158527829,0.407780632,,,
,-50.07038065,-26.21665794,36.38430968,-0.143139653,0.136915698,0.4364421,,,
,-55.44031299,-36.49116631,34.43785746,-0.200739246,0.178534149,0.490694292,,,
,-64.21344275,-50.31795571,30.87852904,-0.262323038,0.277877982,0.580907034,,,
,-78.99397769,-65.44931271,27.32544587,-0.288414271,0.351767992,0.643054638,,,
,-91.64734953,-78.02120995,22.88737208,-0.252186748,0.357052905,0.644570948,,,
,-96.57140612,-83.61608552,19.37743263,-0.20178053,0.330713252,0.634819674,,,
,-96.68588308,-84.58192048,16.17889574,-0.186067278,0.329071458,0.648449949,,,
,-87.70975438,-85.04928215,12.02896243,-0.194089297,0.305773802,0.69600367,,,
,-66.35177854,-89.59856704,7.303435719,-0.277889908,0.299402548,0.814499388,,,
,-44.53990553,-101.5374605,7.371732288,-0.385299796,0.431798267,0.971116208,,,
,-37.48857124,-113.362851,9.754835645,-0.361875739,0.65485423,1.118709174,,,
,-49.27242232,-120.2883638,20.14055512,-0.359646585,0.794869317,1.213765138,,,
,-26.99049474,-85.30734234,10.21463428,-0.268330173,2.723091335,0.36818104,,,
,-245.2757836,-107.0769311,-16.81270165,-2.968525688,1.006496024,1.777359939,,,
,-42.23947998,33.66121317,-28.36186923,-0.931406728,0.874802752,1.536329358,,,
,-79.04124671,-59.79949049,5.994800115,-0.029432926,-0.315047808,1.953398675,,,
,29.30851009,17.38044553,1.840684213,0.30232212,-0.41252844,0.960005403,,,
,-0.839096691,15.32621995,2.740056064,-0.66550581,0.688639144,0.993553619,,,
,19.6615624,2.755354037,12.72693962,-0.996427727,0.046898675,0.845155861,,,
,22.06804244,-15.25889741,15.12769007,-0.230028236,0.603667788,0.683414373,,,
,1.839538297,-2.270574446,6.768866096,-0.059967992,0.718647503,0.73883843,,,
,-2.835797311,-1.084322627,-0.429030797,-0.304421203,0.550982977,0.803159633,,,
,-2.937210841,-3.330145297,-0.605730981,-0.350297655,0.461469623,0.849114781,,,
,4.771306039,-2.029187327,2.849147228,-0.385104179,0.384312844,0.882404587,,,
,8.430672885,-0.761346318,3.270901461,-0.292807339,0.498275943,0.86109052,,,
,4.841894439,2.514826354,1.656592873,-0.261835474,0.567887666,0.786675433,,,
,0.761747389,3.102509165,0.318679126,-0.317055046,0.503208767,0.800244852,,,
,0.710926032,3.235549965,-0.300745547,-0.343989297,0.44605423,0.841167584,,,
,3.952606645,2.875560582,1.591791346,-0.369261366,0.418294495,0.858790418,,,
,8.898836699,2.60856225,5.002666397,-0.40632314,0.421419572,0.877519776,,,
,13.52764813,-1.354071157,9.200498978,-0.378685831,0.439931193,0.855938328,,,
,16.71105894,-0.193831622,10.94979642,-0.331350765,0.479967992,0.837836493,,,
,18.8077407,-0.77910801,12.00484091,-0.328142508,0.513939042,0.826947401,,,
,18.23558504,-3.221856274,11.97791189,-0.331281448,0.505490112,0.820006626,,,
,16.80634182,-4.84011827,12.20142273,-0.315493374,0.497021713,0.803306422,,,
,16.21000735,-5.021172933,12.85975123,-0.324968603,0.480836391,0.80737737,,,
